source	chromosome	orig_seg_left	orig_seg_right	boundary_bin	len_left	len_right	median_left	median_right	delta_obs	frac_under_tau	n_valid	eligible	candidate	guard_range	reason
cluster3	chr7	5	6	529	20	69	0.6887153032199047	2.568168132640695	-1.8987600166931182	0.0	200	False	True	1.898760016693118	effect_ge_tau
cluster3	chr7	6	7	598	69	26	2.568168132640695	0.3690183422600047	2.798975222671552	0.0	200	False	True	2.798975222671552	effect_ge_tau
cluster3	chr7	7	8	624	26	34	0.3690183422600047	0.5680483785772947	-0.6223212759379363	0.0	200	False	True	0.6223212759379363	effect_ge_tau
cluster3	chr7	8	9	658	34	54	0.5680483785772947	3.0625240983351647	-2.430635487342631	0.0	200	False	True	2.430635487342631	effect_ge_tau
cluster3	chr7	9	10	712	54	62	3.0625240983351647	4.9467758791182295	-0.6917673411654021	0.0	200	False	True	0.691767341165402	effect_ge_tau
cluster3	chr7	10	11	774	62	28	4.9467758791182295	2.880438988196996	0.7801998377746959	0.0	200	False	True	0.7801998377746957	effect_ge_tau
cluster3	chr7	11	12	802	28	21	2.880438988196996	1.7120839557753946	0.7505352506282629	0.0	200	False	True	0.7505352506282628	effect_ge_tau
cluster3	chr7	12	13	823	21	386	1.7120839557753946	3.500439782039029	-1.0317827390275816	0.0	200	False	True	1.0317827390275816	effect_ge_tau
cluster3	chr7	13	14	1209	386	23	3.500439782039029	4.932333737459964	-0.4947342321964898	0.0	200	False	True	0.4947342321964896	effect_ge_tau
cluster3	chr7	14	15	1232	23	134	4.932333737459964	2.8498310712190973	0.7913940168896628	0.0	200	False	True	0.7913940168896627	effect_ge_tau
cluster3	chr7	15	16	1366	134	129	2.8498310712190973	1.7033411643797465	0.7425089803170759	0.0	200	False	False	0.7425089803170758	terminal_unchanged
cluster4	chr7	0	1	79	79	25	2.8502411541307624	0.9191108113615719	1.6327732747482322	0.0	200	False	False	1.632773274748232	terminal_unchanged
cluster4	chr7	1	2	104	25	198	0.9191108113615719	3.975625257462384	-2.112871061133197	0.0	200	False	True	2.112871061133197	effect_ge_tau
cluster4	chr7	2	3	302	198	207	3.975625257462384	2.837521591427309	0.4865504045570193	0.0	200	False	False	0.48655040455701926	long_long_not_candidate
cluster4	chr7	3	4	509	207	20	2.837521591427309	0.6628189032673786	2.097944717072835	0.0	200	False	True	2.097944717072835	effect_ge_tau
cluster4	chr7	4	5	529	20	69	0.6628189032673786	2.6119673916231445	-1.9784502328658342	0.0	200	False	True	1.9784502328658342	effect_ge_tau
cluster4	chr7	5	6	598	69	26	2.6119673916231445	0.31353655203343556	3.0584313390074165	0.0	200	False	True	3.0584313390074165	effect_ge_tau
cluster4	chr7	6	7	624	26	34	0.31353655203343556	0.9761304733559897	-1.638440354895007	0.0	200	False	True	1.638440354895007	effect_ge_tau
cluster4	chr7	7	8	658	34	54	0.9761304733559897	2.663612668022342	-1.4482384047155548	0.0	200	False	True	1.4482384047155548	effect_ge_tau
cluster4	chr7	8	9	712	54	62	2.663612668022342	4.510765754080712	-0.7599880615792528	0.0	200	False	True	0.7599880615792529	effect_ge_tau
cluster4	chr7	9	10	774	62	49	4.510765754080712	1.9666231225408723	1.197651857684102	0.0	200	False	True	1.197651857684102	effect_ge_tau
cluster4	chr7	10	11	823	49	410	1.9666231225408723	3.4429350481987826	-0.8079184538021058	0.0	200	False	True	0.8079184538021058	effect_ge_tau
cluster4	chr7	11	12	1233	410	133	3.4429350481987826	3.0474533965496517	0.17603480590137788	0.545	200	False	False	0.17603480590137788	long_long_not_candidate
cluster4	chr7	12	13	1366	133	26	3.0474533965496517	0.9041193577798525	1.7530190100225034	0.0	200	False	True	1.7530190100225034	effect_ge_tau
cluster4	chr7	13	14	1392	26	103	0.9041193577798525	2.3725229803280405	-1.3918369128507833	0.0	200	False	False	1.3918369128507833	terminal_unchanged
cluster0	chr8	0	1	50	50	825	0.7200111580483943	3.0677223622583427	-2.0910767513203172	0.0	200	False	False	2.0910767513203172	terminal_unchanged
cluster0	chr8	1	2	875	825	59	3.0677223622583427	4.119509567771421	-0.42530467249350545	0.0	200	False	True	0.42530467249350523	effect_ge_tau
cluster0	chr8	2	3	934	59	114	4.119509567771421	3.0604141199765547	0.4287457087454128	0.0	200	False	True	0.42874570874541273	effect_ge_tau
cluster0	chr8	3	4	1048	114	191	3.0604141199765547	5.502767060100798	-0.8464303742164092	0.0	200	False	False	0.8464303742164092	long_long_not_candidate
cluster0	chr8	4	5	1239	191	46	5.502767060100798	0.8887549189440249	2.630299713968386	0.0	200	False	True	2.6302997139683857	effect_ge_tau
cluster0	chr8	5	6	1285	46	60	0.8887549189440249	4.348474150899532	-2.290651713505964	0.0	200	False	False	2.290651713505964	terminal_unchanged
cluster1	chr8	0	1	50	50	825	0.6394317586351932	2.993577011531604	-2.2270080796020784	0.0	200	False	False	2.2270080796020784	terminal_unchanged
cluster1	chr8	1	2	875	825	59	2.993577011531604	4.052271796875833	-0.43686055796159234	0.0	200	False	True	0.4368605579615925	effect_ge_tau
cluster1	chr8	2	3	934	59	114	4.052271796875833	2.842896019137771	0.5113696104346338	0.0	200	False	True	0.5113696104346339	effect_ge_tau
cluster1	chr8	3	4	1048	114	191	2.842896019137771	5.297635772380792	-0.8979873252800059	0.0	200	False	False	0.8979873252800059	long_long_not_candidate
cluster1	chr8	4	5	1239	191	46	5.297635772380792	0.75661392806046	2.8077194182364282	0.0	200	False	True	2.8077194182364287	effect_ge_tau
cluster1	chr8	5	6	1285	46	60	0.75661392806046	4.272970745554382	-2.4976102003244858	0.0	200	False	False	2.4976102003244853	terminal_unchanged
cluster2	chr8	0	1	50	50	825	1.0469265141737851	3.292704368769968	-1.6531128070007308	0.0	200	False	False	1.6531128070007308	terminal_unchanged
cluster2	chr8	1	2	875	825	120	3.292704368769968	3.8156840008036594	-0.21266871101554746	0.135	200	False	False	0.2126687110155474	long_long_not_candidate
cluster2	chr8	2	3	995	120	53	3.8156840008036594	3.088270713968602	0.305142475241613	0.0	200	False	True	0.305142475241613	effect_ge_tau
cluster2	chr8	3	4	1048	53	191	3.088270713968602	5.5055088629271145	-0.8340766923036121	0.0	200	False	True	0.8340766923036123	effect_ge_tau
cluster2	chr8	4	5	1239	191	20	5.5055088629271145	2.8311216336456813	0.9595021821379132	0.0	200	False	True	0.9595021821379135	effect_ge_tau
cluster2	chr8	5	6	1259	20	26	2.8311216336456813	0.957042164534404	1.5647193409351403	0.0	200	False	True	1.5647193409351403	effect_ge_tau
cluster2	chr8	6	7	1285	26	60	0.957042164534404	5.135062808811085	-2.423727530544255	0.0	200	False	False	2.4237275305442547	terminal_unchanged
cluster3	chr8	0	1	50	50	826	0.7226074803011353	3.067339208011123	-2.0857036243469897	0.0	200	False	False	2.0857036243469897	terminal_unchanged
cluster3	chr8	1	2	876	826	40	3.067339208011123	5.194649784282667	-0.7600387691872968	0.0	200	False	True	0.7600387691872967	effect_ge_tau
cluster3	chr8	2	3	916	40	136	5.194649784282667	3.4127052940594282	0.6061106528759278	0.0	200	False	True	0.6061106528759277	effect_ge_tau
cluster3	chr8	3	4	1052	136	187	3.4127052940594282	5.387255397751319	-0.658634626614173	0.0	200	False	False	0.6586346266141732	long_long_not_candidate
cluster3	chr8	4	5	1239	187	46	5.387255397751319	0.8909776693499212	2.596089282826487	0.0	200	False	True	2.596089282826487	effect_ge_tau
cluster3	chr8	5	6	1285	46	60	0.8909776693499212	4.327705021177929	-2.280140988682997	0.0	200	False	False	2.2801409886829966	terminal_unchanged
cluster4	chr8	0	1	50	50	346	0.8545351444199295	3.2129422868744855	-1.9106833344668082	0.0	200	False	False	1.9106833344668084	terminal_unchanged
cluster4	chr8	1	2	396	346	20	3.2129422868744855	1.2761190618415617	1.3321321275865834	0.0	200	False	True	1.3321321275865834	effect_ge_tau
cluster4	chr8	2	3	416	20	149	1.2761190618415617	6.11067055656353	-2.259567764620101	0.0	200	False	True	2.259567764620101	effect_ge_tau
cluster4	chr8	3	4	565	149	24	6.11067055656353	1.8859871947048759	1.6960108228004656	0.0	200	False	True	1.6960108228004653	effect_ge_tau
cluster4	chr8	4	5	589	24	86	1.8859871947048759	5.534940638445725	-1.5532479637900645	0.0	200	False	True	1.5532479637900645	effect_ge_tau
cluster4	chr8	5	6	675	86	25	5.534940638445725	3.2155963892994017	0.7834815086485728	0.0	200	False	True	0.7834815086485729	effect_ge_tau
cluster4	chr8	6	7	700	25	539	3.2155963892994017	6.718401617446722	-1.063031704897405	0.0	200	False	True	1.0630317048974052	effect_ge_tau
cluster4	chr8	7	8	1239	539	20	6.718401617446722	2.5929333539425485	1.3735329154751126	0.0	200	False	True	1.3735329154751126	effect_ge_tau
cluster4	chr8	8	9	1259	20	26	2.5929333539425485	0.8626720495212215	1.5877010064494081	0.0	200	False	True	1.5877010064494084	effect_ge_tau
cluster4	chr8	9	10	1285	26	60	0.8626720495212215	5.894091970427637	-2.7723854535221415	0.0	200	False	False	2.772385453522141	terminal_unchanged
cluster0	chr9	0	1	192	192	26	2.7400599340860685	1.1693529745531475	1.2284969702796351	0.0	200	False	False	1.2284969702796351	terminal_unchanged
cluster0	chr9	1	2	218	26	442	1.1693529745531475	3.177917292733711	-1.4423710984253018	0.0	200	False	True	1.4423710984253018	effect_ge_tau
cluster0	chr9	2	3	660	442	29	3.177917292733711	1.290072169548188	1.3006298026207173	0.0	200	False	True	1.3006298026207173	effect_ge_tau
cluster0	chr9	3	4	689	29	32	1.290072169548188	2.21015235314049	-0.7766940472820899	0.0	200	False	True	0.7766940472820897	effect_ge_tau
cluster0	chr9	4	5	721	32	95	2.21015235314049	4.429568416088796	-1.0030203174433032	0.0	200	False	True	1.0030203174433034	effect_ge_tau
cluster0	chr9	5	6	816	95	40	4.429568416088796	1.9145904335750643	1.2101303343352239	0.0	200	False	True	1.210130334335224	effect_ge_tau
cluster0	chr9	6	7	856	40	122	1.9145904335750643	3.854611561323008	-1.0095496776292339	0.0	200	False	True	1.0095496776292339	effect_ge_tau
cluster0	chr9	7	8	978	122	53	3.854611561323008	2.781879561545674	0.4705255222242612	0.0	200	False	False	0.47052552222426125	terminal_unchanged
cluster1	chr9	0	1	72	72	22	3.4092629227227196	0.6766047208861534	2.3330747161433605	0.0	200	False	False	2.3330747161433605	terminal_unchanged
cluster1	chr9	1	2	94	22	100	0.6766047208861534	3.0306386115735737	-2.163236679822566	0.0	200	False	True	2.163236679822566	effect_ge_tau
cluster1	chr9	2	3	194	100	24	3.0306386115735737	1.2573963909440418	1.269182300920506	0.0	200	False	True	1.269182300920506	effect_ge_tau
cluster1	chr9	3	4	218	24	762	1.2573963909440418	3.2368971375179605	-1.3641719928264338	0.0	200	False	True	1.3641719928264338	effect_ge_tau
cluster1	chr9	4	5	980	762	51	3.2368971375179605	2.691782844024011	0.2660494929975426	0.005	200	False	False	0.26604949299754277	terminal_unchanged
cluster2	chr9	0	1	71	71	23	3.4342042837760216	0.8898151765303283	1.9483982504757755	0.0	200	False	False	1.9483982504757753	terminal_unchanged
cluster2	chr9	1	2	94	23	84	0.8898151765303283	3.147929718914958	-1.8228257212216148	0.0	200	False	True	1.8228257212216143	effect_ge_tau
cluster2	chr9	2	3	178	84	40	3.147929718914958	1.734013633651863	0.8602880896404744	0.0	200	False	True	0.8602880896404744	effect_ge_tau
cluster2	chr9	3	4	218	40	762	1.734013633651863	3.3311815354924246	-0.9419187352449905	0.0	200	False	True	0.9419187352449906	effect_ge_tau
cluster2	chr9	4	5	980	762	51	3.3311815354924246	2.876289626682504	0.21182502239777184	0.165	200	False	False	0.21182502239777157	terminal_unchanged
cluster3	chr9	0	1	194	194	24	2.7266591236278974	1.2651667233270942	1.107806835966995	0.0	200	False	False	1.107806835966995	terminal_unchanged
cluster3	chr9	1	2	218	24	58	1.2651667233270942	2.9095740987991014	-1.2014804725985715	0.0	200	False	True	1.2014804725985715	effect_ge_tau
cluster3	chr9	2	3	276	58	55	2.9095740987991014	4.676437768336872	-0.6846020010260447	0.0	200	False	True	0.684602001026045	effect_ge_tau
cluster3	chr9	3	4	331	55	24	4.676437768336872	1.8779918910191702	1.3162191554402096	0.0	200	False	True	1.3162191554402096	effect_ge_tau
cluster3	chr9	4	5	355	24	305	1.8779918910191702	3.1033621174303967	-0.7246412147211737	0.0	200	False	True	0.7246412147211736	effect_ge_tau
cluster3	chr9	5	6	660	305	30	3.1033621174303967	1.358701437962402	1.1916035762351997	0.0	200	False	True	1.1916035762351997	effect_ge_tau
cluster3	chr9	6	7	690	30	31	1.358701437962402	1.978010141207088	-0.5418213506978634	0.0	200	False	True	0.5418213506978635	effect_ge_tau
cluster3	chr9	7	8	721	31	95	1.978010141207088	4.451987301115425	-1.170399654754411	0.0	200	False	True	1.1703996547544109	effect_ge_tau
cluster3	chr9	8	9	816	95	40	4.451987301115425	1.8310163638709769	1.281804792911049	0.0	200	False	True	1.281804792911049	effect_ge_tau
cluster3	chr9	9	10	856	40	122	1.8310163638709769	3.7295105828905717	-1.0263416359510438	0.0	200	False	True	1.0263416359510438	effect_ge_tau
cluster3	chr9	10	11	978	122	53	3.7295105828905717	2.406631661283178	0.6319709685812948	0.0	200	False	False	0.6319709685812949	terminal_unchanged
cluster4	chr9	0	1	164	164	55	2.8735408769409334	1.6982851891533066	0.7587508243504794	0.0	200	False	False	0.7587508243504795	terminal_unchanged
cluster4	chr9	1	2	219	55	752	1.6982851891533066	3.169134402772936	-0.9000100978970146	0.0	200	False	True	0.9000100978970145	effect_ge_tau
cluster4	chr9	2	3	971	752	60	3.169134402772936	2.5252843827270555	0.3276429807420601	0.0	200	False	False	0.32764298074206	terminal_unchanged
cluster0	chr13	0	1	100	100	719	2.856592619526243	3.493526431387637	-0.29038874818585175		0	False	False	0.2903887481858518	terminal_unchanged
cluster0	chr13	1	2	819	719	75	3.493526431387637	2.342485703120759	0.5766438127612008		0	False	False	0.576643812761201	terminal_unchanged
cluster1	chr13	0	1	100	100	719	2.643463219216665	3.475309625257741	-0.3947122639844957		0	False	False	0.39471226398449577	terminal_unchanged
cluster1	chr13	1	2	819	719	75	3.475309625257741	2.042981727126839	0.7664652170323584		0	False	False	0.7664652170323585	terminal_unchanged
cluster2	chr13	0	1	51	51	49	3.2262644859190015	3.127082868476139	0.045047262482666287	1.0	200	False	False	0.04504726248266633	terminal_unchanged
cluster2	chr13	1	2	100	49	233	3.127082868476139	3.9074667085891313	-0.32141613004338676	0.0	200	False	True	0.32141613004338665	effect_ge_tau
cluster2	chr13	2	3	333	233	20	3.9074667085891313	1.2800834013172324	1.6099957723450564	0.0	200	False	True	1.6099957723450564	effect_ge_tau
cluster2	chr13	3	4	353	20	43	1.2800834013172324	2.348806360071178	-0.875689970565928	0.0	200	False	True	0.8756899705659281	effect_ge_tau
cluster2	chr13	4	5	396	43	423	2.348806360071178	3.5827436888042294	-0.6091370563353428	0.0	200	False	True	0.6091370563353427	effect_ge_tau
cluster2	chr13	5	6	819	423	75	3.5827436888042294	2.611314693438843	0.4562885066830144	0.0	200	False	False	0.45628850668301424	terminal_unchanged
cluster3	chr13	0	1	100	100	107	2.495886143206481	3.4943615148887885	-0.4854767492009938	0.0	200	False	False	0.4854767492009937	terminal_unchanged
cluster3	chr13	1	2	207	107	118	3.4943615148887885	4.429063691523943	-0.34197287149206784	0.0	200	False	False	0.3419728714920678	long_long_not_candidate
cluster3	chr13	2	3	325	118	25	4.429063691523943	1.1834131540401258	1.9040479075081091	0.0	200	False	True	1.904047907508109	effect_ge_tau
cluster3	chr13	3	4	350	25	45	1.1834131540401258	2.4310682711636433	-1.0386365724915914	0.0	200	False	True	1.0386365724915914	effect_ge_tau
cluster3	chr13	4	5	395	45	260	2.4310682711636433	3.6222946967859637	-0.5753135146818056	0.0	200	False	True	0.5753135146818056	effect_ge_tau
cluster3	chr13	5	6	655	260	164	3.6222946967859637	2.923787736983134	0.3090653461172244	0.0	200	False	False	0.30906534611722436	long_long_not_candidate
cluster3	chr13	6	7	819	164	75	2.923787736983134	2.256021201856875	0.37405795129135133	0.0	200	False	False	0.37405795129135133	terminal_unchanged
cluster4	chr13	0	1	100	100	719	2.5850665589088866	3.4176107183428077	-0.40278664998147157		0	False	False	0.4027866499814714	terminal_unchanged
cluster4	chr13	1	2	819	719	75	3.4176107183428077	2.150521083415022	0.6683018014018669		0	False	False	0.6683018014018669	terminal_unchanged
