source	chromosome	recursion_depth	node_start_bin	node_end_bin	candidate_rank	candidate_local_cut	candidate_absolute_bin	bp_genomic_start	bp_genomic_end	ad_score	left_child_bins	right_child_bins	geometry_valid	rejection_reasons	selected_for_significance	p_local	p_global	accepted
cluster1	chr19	4	281	331	8	43	324	37000001	37100000	2.708879750806705	43	7	False	right_child_too_short	False			False
cluster1	chr19	4	281	331	12	44	325	37100001	37200000	1.7954290715372225	44	6	False	right_child_too_short	False			False
cluster1	chr19	4	281	331	22	45	326	37400001	37500000	1.3039889162029517	45	5	False	right_child_too_short	False			False
cluster1	chr19	4	281	331	23	46	327	37500001	37600000	1.2393583310336613	46	4	False	right_child_too_short	False			False
cluster1	chr19	3	281	448	1	50	331	37900001	38000000	15.662493456662887	50	117	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr19	5	331	386	7	16	347	39500001	39600000	1.6710506185466334	16	39	False	left_child_too_short	False			False
cluster1	chr19	5	331	386	6	17	348	39600001	39700000	1.733614549844286	17	38	False	left_child_too_short	False			False
cluster1	chr19	5	331	386	9	29	360	40800001	40900000	1.4724988023614558	29	26	True		True	0.1978021978021978		False
cluster1	chr19	5	331	386	4	44	375	42300001	42400000	1.967417704807435	44	11	False	right_child_too_short	False			False
cluster1	chr19	5	331	386	2	45	376	42400001	42500000	2.3535498818485503	45	10	False	right_child_too_short	False			False
cluster1	chr19	5	331	386	1	46	377	42500001	42600000	3.2549901523863913	46	9	False	right_child_too_short	False			False
cluster1	chr19	5	331	386	3	47	378	42600001	42700000	2.2956202842854148	47	8	False	right_child_too_short	False			False
cluster1	chr19	5	331	386	8	48	379	42700001	42800000	1.5974879864151845	48	7	False	right_child_too_short	False			False
cluster1	chr19	5	331	386	5	50	381	42900001	43000000	1.7951858593808199	50	5	False	right_child_too_short	False			False
cluster1	chr19	4	331	448	1	55	386	43400001	43500000	6.853518776448281	55	62	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr19	5	386	448	12	3	389	43700001	43800000	0.849441918005676	3	59	False	left_child_too_short	False			False
cluster1	chr19	5	386	448	1	4	390	43800001	43900000	1.4162493530383686	4	58	False	left_child_too_short	False			False
cluster1	chr19	5	386	448	7	9	395	44500001	44600000	1.0371643835088522	9	53	False	left_child_too_short	False			False
cluster1	chr19	5	386	448	4	10	396	44600001	44700000	1.1727064250010502	10	52	False	left_child_too_short	False			False
cluster1	chr19	5	386	448	11	11	397	44700001	44800000	0.9163383049331364	11	51	False	left_child_too_short	False			False
cluster1	chr19	5	386	448	3	18	404	45400001	45500000	1.181581222266188	18	44	False	left_child_too_short	False			False
cluster1	chr19	5	386	448	14	19	405	45500001	45600000	0.8192895065037106	19	43	False	left_child_too_short	False			False
cluster1	chr19	5	386	448	15	22	408	45800001	45900000	0.8028694959728512	22	40	True		True	0.47352647352647353		False
cluster1	chr19	5	386	448	6	44	430	48100001	48200000	1.0548618163453407	44	18	False	right_child_too_short	False			False
cluster1	chr19	5	386	448	5	45	431	48200001	48300000	1.1135214976748826	45	17	False	right_child_too_short	False			False
cluster1	chr19	5	386	448	2	46	432	48300001	48400000	1.2718708598653445	46	16	False	right_child_too_short	False			False
cluster1	chr19	5	386	448	9	47	433	48400001	48500000	1.0048756084122727	47	15	False	right_child_too_short	False			False
cluster1	chr19	5	386	448	8	57	443	49400001	49500000	1.0130392763202627	57	5	False	right_child_too_short	False			False
cluster1	chr19	5	386	448	13	59	445	49600001	49700000	0.820194536225344	59	3	False	right_child_too_short	False			False
cluster1	chr19	5	386	448	10	61	447	49800001	49900000	0.9766273622015653	61	1	False	right_child_too_short	False			False
cluster1	chr19	2	281	532	1	167	448	49900001	50000000	16.089485817465437	167	84	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr19	3	448	532	9	6	454	50700001	50800000	1.6571090409311438	6	78	False	left_child_too_short	False			False
cluster1	chr19	3	448	532	10	7	455	50800001	50900000	1.6386746162379087	7	77	False	left_child_too_short	False			False
cluster1	chr19	3	448	532	19	34	482	53500001	53600000	1.4697347020869123	34	50	True		True	0.17882117882117882		False
cluster1	chr19	3	448	532	12	35	483	53600001	53700000	1.565114420786014	35	49	False	right_terminal_too_short	False			False
cluster1	chr19	3	448	532	14	37	485	53800001	53900000	1.5544107577736663	37	47	False	right_terminal_too_short	False			False
cluster1	chr19	3	448	532	16	39	487	54000001	54100000	1.5515475086720716	39	45	False	right_terminal_too_short	False			False
cluster1	chr19	3	448	532	8	40	488	54100001	54200000	1.795459777481963	40	44	False	right_terminal_too_short	False			False
cluster1	chr19	3	448	532	15	42	490	54300001	54400000	1.5531239145366602	42	42	False	right_terminal_too_short	False			False
cluster1	chr19	3	448	532	18	44	492	54500001	54600000	1.5311365834336048	44	40	False	right_terminal_too_short	False			False
cluster1	chr19	3	448	532	11	69	517	57000001	57100000	1.6377671007649655	69	15	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	4	70	518	57100001	57200000	2.4477372559402766	70	14	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	3	71	519	57200001	57300000	2.812076888443211	71	13	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	6	72	520	57300001	57400000	2.278508758308053	72	12	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	13	73	521	57400001	57500000	1.5588964987353366	73	11	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	17	79	527	58000001	58100000	1.5514759916654965	79	5	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	5	80	528	58100001	58200000	2.2956446019365235	80	4	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	2	81	529	58200001	58300000	3.368710192729227	81	3	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	1	82	530	58300001	58400000	4.316632502465042	82	2	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr19	3	448	532	7	83	531	58400001	58500000	2.003580847937886	83	1	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr20	3	0	150	1	82	82	8300001	8400000	2.6866896738360713	82	68	True		True	0.03196803196803197		False
cluster1	chr20	2	0	442	1	150	150	15100001	15200000	9.815136773756803	150	292	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr20	5	150	236	3	24	174	17500001	17600000	3.5585081241573593	24	62	True		True	0.012987012987012988		False
cluster1	chr20	5	150	236	1	72	222	22300001	22400000	3.949399045921932	72	14	False	right_child_too_short	False			False
cluster1	chr20	5	150	236	2	79	229	23000001	23100000	3.7700472354286894	79	7	False	right_child_too_short	False			False
cluster1	chr20	4	150	291	1	86	236	23700001	23800000	7.832928791008509	86	55	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr20	5	236	291	2	35	271	31400001	31500000	3.320897343998976	35	20	True		True	0.01898101898101898		False
cluster1	chr20	5	236	291	1	36	272	31500001	31600000	3.5632140735478206	36	19	False	right_child_too_short	False			False
cluster1	chr20	3	150	442	1	141	291	33400001	33500000	8.47551065886173	141	151	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr20	5	291	318	25	1	292	33500001	33600000	0.4529553462033374	1	26	False	left_child_too_short	False			False
cluster1	chr20	5	291	318	21	2	293	33600001	33700000	0.9610186983160868	2	25	False	left_child_too_short	False			False
cluster1	chr20	5	291	318	26	3	294	33700001	33800000	0.3552938123509953	3	24	False	left_child_too_short	False			False
cluster1	chr20	5	291	318	24	4	295	33800001	33900000	0.46144313575820606	4	23	False	left_child_too_short	False			False
cluster1	chr20	5	291	318	20	5	296	33900001	34000000	0.9757028141158514	5	22	False	left_child_too_short	False			False
cluster1	chr20	5	291	318	19	6	297	34000001	34100000	0.9937629235656752	6	21	False	left_child_too_short	False			False
cluster1	chr20	5	291	318	13	7	298	34100001	34200000	1.573591711081546	7	20	False	left_child_too_short	False			False
cluster1	chr20	5	291	318	9	8	299	34200001	34300000	2.1130384716442956	8	19	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	2	9	300	34300001	34400000	3.299491795259227	9	18	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	10	10	301	34400001	34500000	2.0039749448211204	10	17	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	3	11	302	34500001	34600000	2.776927493038371	11	16	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	6	12	303	34600001	34700000	2.302738352036979	12	15	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	4	13	304	34700001	34800000	2.478768532056372	13	14	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	5	14	305	34800001	34900000	2.3144642600517114	14	13	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	15	15	306	34900001	35000000	1.5459331545255117	15	12	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	16	16	307	35000001	35100000	1.3477914023400883	16	11	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	12	17	308	35100001	35200000	1.7405053132416268	17	10	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	14	18	309	35200001	35300000	1.5488400405475382	18	9	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	7	19	310	35300001	35400000	2.2040674443342754	19	8	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	5	291	318	18	20	311	35400001	35500000	1.157373555996145	20	7	False	right_child_too_short	False			False
cluster1	chr20	5	291	318	11	21	312	35500001	35600000	1.8679732720647424	21	6	False	right_child_too_short	False			False
cluster1	chr20	5	291	318	1	22	313	35600001	35700000	3.3550782315495304	22	5	False	right_child_too_short	False			False
cluster1	chr20	5	291	318	8	23	314	35700001	35800000	2.201378665297989	23	4	False	right_child_too_short	False			False
cluster1	chr20	5	291	318	17	24	315	35800001	35900000	1.224245231901629	24	3	False	right_child_too_short	False			False
cluster1	chr20	5	291	318	23	25	316	35900001	36000000	0.636709974431276	25	2	False	right_child_too_short	False			False
cluster1	chr20	5	291	318	22	26	317	36000001	36100000	0.7249882281820398	26	1	False	right_child_too_short	False			False
cluster1	chr20	4	291	442	1	27	318	36100001	36200000	9.24961382737301	27	124	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr20	5	318	442	1	71	389	43400001	43500000	4.716789633567585	71	53	True		True	0.003996003996003996		False
cluster1	chr20	1	0	471	1	442	442	48900001	49000000	8.169127737983873	442	29	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr20	2	442	471	16	1	443	49000001	49100000	0.5937004664294796	1	28	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	28	2	444	49100001	49200000	0.3382961399570608	2	27	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	18	3	445	49200001	49300000	0.561436227360684	3	26	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	26	4	446	49300001	49400000	0.3637418564619399	4	25	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	22	5	447	49400001	49500000	0.5165118862941556	5	24	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	15	6	448	49500001	49600000	0.6050025364964616	6	23	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	21	7	449	49600001	49700000	0.5170878588719757	7	22	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	23	8	450	49700001	49800000	0.47225915933136353	8	21	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	17	9	451	49800001	49900000	0.5691971537489945	9	20	False	left_child_too_short	False			False
cluster1	chr20	2	442	471	19	10	452	49900001	50000000	0.5391794467291523	10	19	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	13	11	453	50000001	50100000	0.6741994851277611	11	18	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	9	12	454	50100001	50200000	0.90471516089855	12	17	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	14	13	455	50200001	50300000	0.6435499432844735	13	16	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	11	14	456	50300001	50400000	0.7093321837716231	14	15	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	10	15	457	50400001	50500000	0.7480660224159174	15	14	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	8	16	458	50500001	50600000	1.0719284880525393	16	13	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	5	17	459	50600001	50700000	1.5146527315250462	17	12	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	7	18	460	50700001	50800000	1.2505434790134762	18	11	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	4	19	461	50800001	50900000	2.025420559811813	19	10	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr20	2	442	471	2	20	462	50900001	51000000	2.386433866347557	20	9	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	1	21	463	51000001	51100000	3.5775017636327227	21	8	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	3	22	464	51100001	51200000	2.3334265385204755	22	7	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	6	23	465	51200001	51300000	1.2524437769587091	23	6	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	12	24	466	51300001	51400000	0.6874631075946416	24	5	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	24	25	467	51400001	51500000	0.4695156749636996	25	4	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	25	26	468	51500001	51600000	0.46340653013190203	26	3	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	27	27	469	51600001	51700000	0.3591809136196123	27	2	False	right_child_too_short	False			False
cluster1	chr20	2	442	471	20	28	470	51700001	51800000	0.5304068156358288	28	1	False	right_child_too_short	False			False
cluster1	chr20	0	0	594	1	471	471	51800001	51900000	12.117364558403414	471	123	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr20	1	471	594	1	42	513	56200001	56300000	6.709231216815738	42	81	True		True	0.001998001998001998		False
cluster1	chr20	5	291	318									False	no_valid_candidate	False			False
cluster1	chr20	2	442	471									False	no_valid_candidate	False			False
cluster1	chr21	1	0	185	1	123	123	33200001	33300000	5.532753765293856	123	62	True		True	0.001998001998001998		False
cluster1	chr21	0	0	254	1	185	185	39500001	39600000	11.380273225280973	185	69	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr21	1	185	254	55	1	186	39600001	39700000	1.0627892278024949	1	68	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	36	2	187	39700001	39800000	1.695437065188038	2	67	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	26	3	188	39800001	39900000	2.6705540700460744	3	66	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	22	4	189	39900001	40000000	3.613867748965113	4	65	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	20	5	190	40000001	40100000	4.69567179367193	5	64	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	17	6	191	40100001	40200000	5.345533049524398	6	63	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	16	7	192	40200001	40300000	5.960824991650632	7	62	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	12	8	193	40300001	40400000	6.314995591880369	8	61	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	7	9	194	40400001	40500000	6.868468544628433	9	60	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	5	10	195	40500001	40600000	6.994204138292765	10	59	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	11	11	196	40600001	40700000	6.516784616531064	11	58	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	4	12	197	40700001	40800000	7.052247804628471	12	57	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	1	13	198	40800001	40900000	7.850977696170945	13	56	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	8	14	199	40900001	41000000	6.785390183548856	14	55	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	9	15	200	41000001	41100000	6.702344022434462	15	54	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	3	16	201	41100001	41200000	7.277887424029296	16	53	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	14	17	202	41200001	41300000	6.085785152244847	17	52	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	13	18	203	41300001	41400000	6.090516821127409	18	51	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	10	19	204	41400001	41500000	6.529507429211581	19	50	False	left_child_too_short	False			False
cluster1	chr21	1	185	254	6	20	205	41500001	41600000	6.956715673329484	20	49	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	2	21	206	41600001	41700000	7.598142210447062	21	48	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	15	22	207	41700001	41800000	6.084891249399922	22	47	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	18	23	208	41800001	41900000	5.0462716887238654	23	46	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	19	24	209	41900001	42000000	4.950483700873768	24	45	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	21	25	210	42000001	42100000	4.064852981291008	25	44	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	23	26	211	42100001	42200000	3.369944811393178	26	43	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	24	27	212	42200001	42300000	2.893333285036669	27	42	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	27	28	213	42300001	42400000	2.4803190434649576	28	41	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	25	29	214	42400001	42500000	2.711954836295913	29	40	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	28	30	215	42500001	42600000	2.3272206299547875	30	39	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	29	31	216	42600001	42700000	2.17888634427797	31	38	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	31	32	217	42700001	42800000	2.030755853009121	32	37	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	30	33	218	42800001	42900000	2.135578276624537	33	36	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	34	34	219	42900001	43000000	1.786520229012614	34	35	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	38	35	220	43000001	43100000	1.6520066178314123	35	34	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	44	36	221	43100001	43200000	1.402845308688149	36	33	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	39	37	222	43300001	43400000	1.6452582472078476	37	32	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	42	38	223	43500001	43600000	1.4653207061980287	38	31	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	43	39	224	43600001	43700000	1.4567495519295883	39	30	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	45	40	225	43700001	43800000	1.3907873728877491	40	29	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	40	41	226	43800001	43900000	1.56918498517459	41	28	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	37	42	227	43900001	44000000	1.6542879492423617	42	27	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	35	43	228	44000001	44100000	1.777659624496183	43	26	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	33	44	229	44100001	44200000	1.822054299352509	44	25	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	51	45	230	44200001	44300000	1.1548575636418161	45	24	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	49	46	231	44300001	44400000	1.214395698168175	46	23	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	50	47	232	44400001	44500000	1.1958218194167756	47	22	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	57	48	233	44500001	44600000	1.0158690634367988	48	21	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	60	49	234	44600001	44700000	0.9565299716314579	49	20	False	right_terminal_too_short	False			False
cluster1	chr21	1	185	254	47	50	235	44700001	44800000	1.2415522529417238	50	19	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	56	51	236	44800001	44900000	1.020916639224764	51	18	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	59	52	237	44900001	45000000	0.9602358524365986	52	17	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	61	53	238	45000001	45100000	0.9554608691014025	53	16	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	64	54	239	45100001	45200000	0.8699282008388107	54	15	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	63	55	240	45200001	45300000	0.8910173681577381	55	14	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	62	56	241	45300001	45400000	0.8997821957370082	56	13	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	58	57	242	45400001	45500000	0.9792374444152742	57	12	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	54	58	243	45500001	45600000	1.0655189834663217	58	11	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	48	59	244	45600001	45700000	1.2382533741577784	59	10	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	41	60	245	45700001	45800000	1.5662104208504952	60	9	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	52	61	246	45800001	45900000	1.115049302049886	61	8	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	65	62	247	45900001	46000000	0.7825885698773406	62	7	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	67	63	248	46000001	46100000	0.592535117909997	63	6	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	46	64	249	46100001	46200000	1.2722841367796198	64	5	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	32	65	250	46200001	46300000	1.8449855246314688	65	4	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	53	66	251	46300001	46400000	1.0790513753194955	66	3	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	66	67	252	46400001	46500000	0.6351478635244597	67	2	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254	68	68	253	46500001	46600000	0.39528368998051977	68	1	False	right_child_too_short;right_terminal_too_short	False			False
cluster1	chr21	1	185	254									False	no_valid_candidate	False			False
cluster1	chr22	4	0	107	1	3	3	16800001	16900000	5.5303850575819995	3	104	False	left_child_too_short;left_terminal_too_short	False			False
cluster1	chr22	4	0	107	2	72	72	25200001	25300000	5.025163380238451	72	35	True		True	0.005994005994005994		False
cluster1	chr22	3	0	149	1	107	107	28700001	28800000	10.046003904274983	107	42	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr22	4	107	149	10	18	125	30500001	30600000	2.0075727650498933	18	24	False	left_child_too_short	False			False
cluster1	chr22	4	107	149	13	22	129	30900001	31000000	1.6702370654164245	22	20	True		True	0.13486513486513488		False
cluster1	chr22	4	107	149	11	26	133	31300001	31400000	1.9841787320479845	26	16	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	8	27	134	31400001	31500000	2.456963914105298	27	15	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	7	28	135	31500001	31600000	2.5238259310720412	28	14	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	12	29	136	31600001	31700000	1.7676136532240943	29	13	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	5	30	137	31700001	31800000	2.947751552436137	30	12	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	3	31	138	31800001	31900000	3.37732316501577	31	11	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	4	32	139	31900001	32000000	3.0908952266132816	32	10	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	2	33	140	32000001	32100000	3.6191086640492065	33	9	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	1	34	141	32100001	32200000	4.168828020274788	34	8	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	6	35	142	32200001	32300000	2.8630245360010793	35	7	False	right_child_too_short	False			False
cluster1	chr22	4	107	149	9	36	143	32300001	32400000	2.1596393933760933	36	6	False	right_child_too_short	False			False
cluster1	chr22	2	0	169	9	149	149	32900001	33000000	15.97393770948656	149	20	True		True	0.000999000999000999	0.000999000999000999	True
cluster1	chr22	2	0	169	7	150	150	33000001	33100000	18.113935780664747	150	19	False	right_child_too_short	False			False
cluster1	chr22	3	149	169	7	1	150	33000001	33100000	2.7344627969933493	1	19	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	4	2	151	33100001	33200000	4.135327893067831	2	18	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	2	0	169	5	151	151	33100001	33200000	20.05994069873404	151	18	False	right_child_too_short	False			False
cluster1	chr22	3	149	169	2	3	152	33200001	33300000	5.155191680642418	3	17	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	2	0	169	3	152	152	33200001	33300000	22.018431480543903	152	17	False	right_child_too_short	False			False
cluster1	chr22	2	0	169	1	153	153	33300001	33400000	23.637848665296616	153	16	False	right_child_too_short	False			False
cluster1	chr22	3	149	169	1	4	153	33300001	33400000	5.405540982226836	4	16	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	2	0	169	2	154	154	33400001	33500000	22.330825177413097	154	15	False	right_child_too_short	False			False
cluster1	chr22	3	149	169	3	5	154	33400001	33500000	4.673385290320274	5	15	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	2	0	169	4	155	155	33500001	33600000	20.608506927150916	155	14	False	right_child_too_short	False			False
cluster1	chr22	3	149	169	5	6	155	33500001	33600000	3.701891944566645	6	14	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	2	0	169	6	156	156	33600001	33700000	19.037419613102976	156	13	False	right_child_too_short	False			False
cluster1	chr22	3	149	169	6	7	156	33600001	33700000	3.308319519874992	7	13	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	2	0	169	8	157	157	33700001	33800000	17.12143768342343	157	12	False	right_child_too_short	False			False
cluster1	chr22	3	149	169	8	8	157	33700001	33800000	2.5725777535229932	8	12	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	12	9	158	33800001	33900000	1.9448413513288267	9	11	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	10	10	159	33900001	34000000	2.1019220055829964	10	10	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	9	11	160	34000001	34100000	2.511359569362196	11	9	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	13	12	161	34100001	34200000	1.8977011255213658	12	8	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	11	13	162	34300001	34400000	2.0518842579452246	13	7	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	17	14	163	34600001	34700000	0.9183272969761249	14	6	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	19	15	164	34800001	34900000	0.53184209781733	15	5	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	18	16	165	34900001	35000000	0.7601823620351098	16	4	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	14	17	166	35000001	35100000	1.7794175663871532	17	3	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	15	18	167	35100001	35200000	1.3915747875371198	18	2	False	left_child_too_short;right_child_too_short	False			False
cluster1	chr22	3	149	169	16	19	168	35200001	35300000	0.9804389344474076	19	1	False	left_child_too_short;right_child_too_short	False			False
