source	chromosome	orig_seg_id	bin_start	bin_end	seg_length	Mb_start	Mb_end	median_seg	mean_seg_perbin	trimmean_seg_perbin	var_seg_perbin	std_seg_perbin	cv_seg_perbin	n_bins_seg	median_left	delta_left	srd_phi_left	frac_under_left	eligible_left	merged_left	reason_left	flank_orig_seg_left	mean_left_flank_perbin	trimmean_left_flank_perbin	var_left_flank_perbin	std_left_flank_perbin	cv_left_flank_perbin	n_bins_left_flank	delta_mean_left	delta_trim_left	median_right	delta_right	srd_phi_right	frac_under_right	eligible_right	merged_right	reason_right	flank_orig_seg_right	mean_right_flank_perbin	trimmean_right_flank_perbin	var_right_flank_perbin	std_right_flank_perbin	cv_right_flank_perbin	n_bins_right_flank	delta_mean_right	delta_trim_right
cluster3	chr5	4	345	404	59	36.1	42.0	3.94292	4.7013	4.36383	7.612152	2.75901	0.58686	59	3.1205	0.3375	3.6646	0.0	False	False	effect_ge_tau	3	3.33492	3.17736	2.408059	1.55179	0.46532	191	0.4954	0.4578	2.37438	0.7317	4.2826	0.0	False	False	effect_ge_tau	5	2.66141	2.43804	3.069319	1.75195	0.65828	47	0.8209	0.8399
cluster3	chr5	5	404	451	47	42.0	51.3	2.37438	2.66141	2.43804	3.069319	1.75195	0.65828	47	3.94292	-0.7317	-4.2826	0.0	False	False	effect_ge_tau	4	4.7013	4.36383	7.612152	2.75901	0.58686	59	-0.8209	-0.8399	3.5439	-0.5778	-4.3198	0.0	False	False	effect_ge_tau	6	4.2507	3.85464	7.872011	2.80571	0.66006	587	-0.6755	-0.6609
cluster3	chr5	7	1038	1090	52	113.7	119.0	1.94587	2.71523	2.13041	4.564788	2.13654	0.78687	52	3.5439	-0.8649	-4.3616	0.0	False	False	effect_ge_tau	6	4.2507	3.85464	7.872011	2.80571	0.66006	587	-0.6466	-0.8555	5.47707	-1.493	-8.7444	0.0	False	False	effect_ge_tau	8	6.3943	6.12883	12.597238	3.54926	0.55507	292	-1.2357	-1.5245
cluster3	chr5	9	1382	1414	32	148.7	151.9	8.09723	9.06854	8.65933	18.470987	4.29779	0.47392	32	5.47707	0.564	4.173	0.0	False	False	effect_ge_tau	8	6.3943	6.12883	12.597238	3.54926	0.55507	292	0.5041	0.4986	2.90706	1.4779	8.8	0.0	False	False	effect_ge_tau	10	3.37163	3.05626	3.867974	1.96672	0.58331	68	1.4274	1.5025
cluster3	chr5	10	1414	1482	68	151.9	158.9	2.90706	3.37163	3.05626	3.867974	1.96672	0.58331	68	8.09723	-1.4779	-8.8	0.0	False	False	effect_ge_tau	9	9.06854	8.65933	18.470987	4.29779	0.47392	32	-1.4274	-1.5025	5.25097	-0.853	-5.1868	0.0	False	False	effect_ge_tau	11	6.95268	5.8151	23.784301	4.87692	0.70144	21	-1.0441	-0.928
cluster3	chr5	11	1482	1503	21	158.9	161.0	5.25097	6.95268	5.8151	23.784301	4.87692	0.70144	21	2.90706	0.853	5.1868	0.0	False	False	effect_ge_tau	10	3.37163	3.05626	3.867974	1.96672	0.58331	68	1.0441	0.928	1.20347	2.1254	7.5078	0.0	False	False	effect_ge_tau	12	1.31551	1.2132	0.16225	0.4028	0.3062	22	2.402	2.261
cluster3	chr5	12	1503	1525	22	161.0	163.3	1.20347	1.31551	1.2132	0.16225	0.4028	0.3062	22	5.25097	-2.1254	-7.5078	0.0	False	False	effect_ge_tau	11	6.95268	5.8151	23.784301	4.87692	0.70144	21	-2.402	-2.261	3.84077	-1.6742	-5.8897	0.0	False	False	effect_ge_tau	13	4.42012	4.07834	4.902929	2.21426	0.50095	85	-1.7485	-1.7492
cluster3	chr5	13	1525	1610	85	163.3	171.9	3.84077	4.42012	4.07834	4.902929	2.21426	0.50095	85	1.20347	1.6742	5.8897	0.0	False	False	effect_ge_tau	12	1.31551	1.2132	0.16225	0.4028	0.3062	22	1.7485	1.7492	6.70717	-0.8043	-3.8605	0.0	False	False	effect_ge_tau	14	7.16403	6.61298	14.244214	3.77415	0.52682	22	-0.6967	-0.6973
cluster3	chr5	14	1610	1632	22	171.9	174.1	6.70717	7.16403	6.61298	14.244214	3.77415	0.52682	22	3.84077	0.8043	3.8605	0.0	False	False	effect_ge_tau	13	4.42012	4.07834	4.902929	2.21426	0.50095	85	0.6967	0.6973	3.13985	1.095	4.3107	0.0	False	False	terminal_unchanged	15	4.0465	3.78549	9.116217	3.01931	0.74615	63	0.8241	0.8048
cluster4	chr5	2	1037	1090	53	113.6	119.0	1.98976	2.6959	2.31026	3.229235	1.79701	0.66657	53	3.29192	-0.7263	-3.6888	0.0	False	False	effect_ge_tau	1	3.86689	3.57291	5.445782	2.33362	0.60349	883	-0.5204	-0.629	5.67258	-1.5114	-9.2714	0.0	False	False	effect_ge_tau	3	6.34578	6.21473	10.867151	3.29654	0.51949	324	-1.235	-1.4276
cluster4	chr5	4	1414	1503	89	151.9	161.0	3.97624	4.44767	4.03201	7.977462	2.82444	0.63504	89	5.67258	-0.5126	-5.559	0.0	False	False	effect_ge_tau	3	6.34578	6.21473	10.867151	3.29654	0.51949	324	-0.5127	-0.6242	1.19639	1.7327	5.7106	0.0	False	False	effect_ge_tau	5	1.52852	1.52852	0.518304	0.71993	0.471	22	1.5409	1.3994
cluster4	chr5	5	1503	1525	22	161.0	163.3	1.19639	1.52852	1.52852	0.518304	0.71993	0.471	22	3.97624	-1.7327	-5.7106	0.0	False	False	effect_ge_tau	4	4.44767	4.03201	7.977462	2.82444	0.63504	89	-1.5409	-1.3994	4.51308	-1.9154	-6.8143	0.0	False	False	terminal_unchanged	6	5.04822	4.78356	7.895977	2.80998	0.55663	170	-1.7236	-1.646
cluster0	chr7	1	79	104	25	8.3	10.8	1.21341	1.46696	1.4028	0.435371	0.65983	0.44979	25	2.93565	-1.2746	-4.4914	0.0	False	False	terminal_unchanged	0	3.27872	3.20254	4.274984	2.0676	0.63061	79	-1.1603	-1.1909	4.22914	-1.8013	-7.4035	0.0	False	False	effect_ge_tau	2	4.66469	4.32657	6.225031	2.495	0.53487	198	-1.669	-1.6249
cluster0	chr7	4	509	529	20	51.4	53.6	0.70429	0.85152	0.6671	0.280921	0.53002	0.62244	20	3.01605	-2.0984	-6.3596	0.0	False	False	effect_ge_tau	3	3.37785	3.09841	4.259587	2.06388	0.611	207	-1.988	-2.2156	2.91604	-2.0498	-4.9379	0.0	False	False	effect_ge_tau	5	2.7837	2.6048	4.259614	2.06388	0.74142	69	-1.7089	-1.9652
cluster0	chr7	5	529	598	69	53.6	67.4	2.91604	2.7837	2.6048	4.259614	2.06388	0.74142	69	0.70429	2.0498	4.9379	0.0	False	False	effect_ge_tau	4	0.85152	0.6671	0.280921	0.53002	0.62244	20	1.7089	1.9652	0.38113	2.9357	7.5497	0.0	False	False	effect_ge_tau	6	0.38268	0.38717	0.001944	0.04409	0.11522	27	2.8628	2.7501
cluster0	chr7	6	598	625	27	67.4	70.1	0.38113	0.38268	0.38717	0.001944	0.04409	0.11522	27	2.91604	-2.9357	-7.5497	0.0	False	False	effect_ge_tau	5	2.7837	2.6048	4.259614	2.06388	0.74142	69	-2.8628	-2.7501	0.63496	-0.7364	-3.1953	0.0	False	False	effect_ge_tau	7	1.19459	1.04754	1.099185	1.04842	0.87764	33	-1.6423	-1.436
cluster0	chr7	7	625	658	33	70.1	73.4	0.63496	1.19459	1.04754	1.099185	1.04842	0.87764	33	0.38113	0.7364	3.1953	0.0	False	False	effect_ge_tau	6	0.38268	0.38717	0.001944	0.04409	0.11522	27	1.6423	1.436	2.86155	-2.172	-5.9059	0.0	False	False	effect_ge_tau	8	3.39189	3.39189	4.489662	2.11888	0.62469	56	-1.5056	-1.6951
cluster0	chr7	8	658	714	56	73.4	79.2	2.86155	3.39189	3.39189	4.489662	2.11888	0.62469	56	0.63496	2.172	5.9059	0.0	False	False	effect_ge_tau	7	1.19459	1.04754	1.099185	1.04842	0.87764	33	1.5056	1.6951	4.73378	-0.7262	-5.0849	0.0	False	False	effect_ge_tau	9	5.63046	5.49878	10.026427	3.16645	0.56238	60	-0.7312	-0.697
cluster0	chr7	9	714	774	60	79.2	85.2	4.73378	5.63046	5.49878	10.026427	3.16645	0.56238	60	2.86155	0.7262	5.0849	0.0	False	False	effect_ge_tau	8	3.39189	3.39189	4.489662	2.11888	0.62469	56	0.7312	0.697	2.02374	1.226	6.4097	0.0	False	False	effect_ge_tau	10	2.80389	2.30241	4.137887	2.03418	0.72549	49	1.0058	1.256
cluster0	chr7	10	774	823	49	85.2	90.1	2.02374	2.80389	2.30241	4.137887	2.03418	0.72549	49	4.73378	-1.226	-6.4097	0.0	False	False	effect_ge_tau	9	5.63046	5.49878	10.026427	3.16645	0.56238	60	-1.0058	-1.256	3.42782	-0.7603	-3.6724	0.0	False	False	effect_ge_tau	11	3.95434	3.61108	5.018732	2.24025	0.56653	546	-0.496	-0.6493
cluster0	chr7	12	1369	1392	23	145.7	148.2	1.04685	1.19612	1.19612	0.212435	0.46091	0.38533	23	3.42782	-1.7112	-6.8759	0.0	False	False	effect_ge_tau	11	3.95434	3.61108	5.018732	2.24025	0.56653	546	-1.7251	-1.5941	2.28454	-1.1259	-3.9037	0.0	False	False	terminal_unchanged	13	2.62527	2.55731	3.637244	1.90716	0.72646	103	-1.1341	-1.0963
cluster1	chr7	1	79	104	25	8.3	10.8	1.06534	1.39357	1.39357	0.437094	0.66113	0.47442	25	3.03618	-1.5109	-4.586	0.0	False	False	terminal_unchanged	0	3.28623	3.2052	4.471122	2.1145	0.64344	79	-1.2377	-1.2016	4.19244	-1.9765	-7.3983	0.0	False	False	effect_ge_tau	2	4.6663	4.41307	6.706324	2.58966	0.55497	198	-1.7435	-1.663
cluster1	chr7	4	509	529	20	51.4	53.6	0.73587	0.82185	0.67554	0.288209	0.53685	0.65322	20	2.96527	-2.0106	-6.2896	0.0	False	False	effect_ge_tau	3	3.3899	3.05146	4.534908	2.12953	0.6282	207	-2.0443	-2.1754	2.83327	-1.945	-4.8173	0.0	False	False	effect_ge_tau	5	2.7448	2.48039	4.420004	2.10238	0.76595	69	-1.7398	-1.8765
cluster1	chr7	5	529	598	69	53.6	67.4	2.83327	2.7448	2.48039	4.420004	2.10238	0.76595	69	0.73587	1.945	4.8173	0.0	False	False	effect_ge_tau	4	0.82185	0.67554	0.288209	0.53685	0.65322	20	1.7398	1.8765	0.31661	3.1617	7.4486	0.0	False	False	effect_ge_tau	6	0.31862	0.31862	0.001456	0.03816	0.11977	26	3.1068	2.9606
cluster1	chr7	6	598	624	26	67.4	70.0	0.31661	0.31862	0.31862	0.001456	0.03816	0.11977	26	2.83327	-3.1617	-7.4486	0.0	False	False	effect_ge_tau	5	2.7448	2.48039	4.420004	2.10238	0.76595	69	-3.1068	-2.9606	0.53189	-0.7484	-3.172	0.0	False	False	effect_ge_tau	7	1.112	0.87517	1.183293	1.08779	0.97824	34	-1.8032	-1.4577
cluster1	chr7	7	624	658	34	70.0	73.4	0.53189	1.112	0.87517	1.183293	1.08779	0.97824	34	0.31661	0.7484	3.172	0.0	False	False	effect_ge_tau	6	0.31862	0.31862	0.001456	0.03816	0.11977	26	1.8032	1.4577	2.8138	-2.4033	-6.1685	0.0	False	False	effect_ge_tau	8	3.43805	3.32005	4.824507	2.19648	0.63887	56	-1.6284	-1.9236
cluster1	chr7	8	658	714	56	73.4	79.2	2.8138	3.43805	3.32005	4.824507	2.19648	0.63887	56	0.53189	2.4033	6.1685	0.0	False	False	effect_ge_tau	7	1.112	0.87517	1.183293	1.08779	0.97824	34	1.6284	1.9236	4.59741	-0.7083	-4.7013	0.0	False	False	effect_ge_tau	9	5.56906	5.42255	10.575018	3.25193	0.58393	60	-0.6958	-0.7078
cluster1	chr7	9	714	774	60	79.2	85.2	4.59741	5.56906	5.42255	10.575018	3.25193	0.58393	60	2.8138	0.7083	4.7013	0.0	False	False	effect_ge_tau	8	3.43805	3.32005	4.824507	2.19648	0.63887	56	0.6958	0.7078	2.53669	0.8579	3.8731	0.0	False	False	effect_ge_tau	10	3.38513	2.76986	4.350111	2.08569	0.61613	28	0.7182	0.9692
cluster1	chr7	10	774	802	28	85.2	88.0	2.53669	3.38513	2.76986	4.350111	2.08569	0.61613	28	4.59741	-0.8579	-3.8731	0.0	False	False	effect_ge_tau	9	5.56906	5.42255	10.575018	3.25193	0.58393	60	-0.7182	-0.9692	1.50195	0.7561	2.3337	0.0	False	False	effect_ge_tau	11	2.09741	1.45933	4.16439	2.04068	0.97295	21	0.6906	0.9245
cluster1	chr7	11	802	823	21	88.0	90.1	1.50195	2.09741	1.45933	4.16439	2.04068	0.97295	21	2.53669	-0.7561	-2.3337	0.0	False	False	effect_ge_tau	10	3.38513	2.76986	4.350111	2.08569	0.61613	28	-0.6906	-0.9245	3.5738	-1.2506	-4.3592	0.0	False	False	effect_ge_tau	12	4.16184	3.74481	5.921525	2.43342	0.5847	409	-0.9886	-1.3596
cluster2	chr7	1	79	103	24	8.3	10.7	1.35569	1.588	1.588	0.396664	0.62981	0.39661	24	3.03737	-1.1638	-4.9605	0.0	False	False	terminal_unchanged	0	3.26941	3.20592	2.796823	1.67237	0.51152	79	-1.0418	-1.0135	4.06086	-1.5828	-7.9855	0.0	False	False	effect_ge_tau	2	4.43173	4.3531	3.624322	1.90377	0.42958	199	-1.4807	-1.4548
cluster2	chr7	4	509	529	20	51.4	53.6	0.88982	1.08716	0.90143	0.43402	0.6588	0.60599	20	3.2244	-1.8574	-7.1205	0.0	False	False	effect_ge_tau	3	3.4929	3.29174	2.848788	1.68784	0.48322	207	-1.6839	-1.8686	2.84622	-1.6775	-5.0582	0.0	False	False	effect_ge_tau	5	2.75122	2.75122	3.373498	1.83671	0.6676	69	-1.3395	-1.6098
cluster2	chr7	5	529	598	69	53.6	67.4	2.84622	2.75122	2.75122	3.373498	1.83671	0.6676	69	0.88982	1.6775	5.0582	0.0	False	False	effect_ge_tau	4	1.08716	0.90143	0.43402	0.6588	0.60599	20	1.3395	1.6098	0.54017	2.3976	8.2819	0.0	False	False	effect_ge_tau	6	0.53725	0.53725	0.002652	0.0515	0.09586	27	2.3564	2.3564
cluster2	chr7	6	598	625	27	67.4	70.1	0.54017	0.53725	0.53725	0.002652	0.0515	0.09586	27	2.84622	-2.3976	-8.2819	0.0	False	False	effect_ge_tau	5	2.75122	2.75122	3.373498	1.83671	0.6676	69	-2.3564	-2.3564	0.66181	-0.293	-3.5086	0.01	False	False	effect_ge_tau	7	1.34286	1.34286	1.201925	1.09632	0.81641	32	-1.3216	-1.3216
cluster2	chr7	7	625	657	32	70.1	73.3	0.66181	1.34286	1.34286	1.201925	1.09632	0.81641	32	0.54017	0.293	3.5086	0.01	False	False	effect_ge_tau	6	0.53725	0.53725	0.002652	0.0515	0.09586	27	1.3216	1.3216	2.84362	-2.1032	-6.3566	0.0	False	False	effect_ge_tau	8	3.32436	3.32436	3.416086	1.84827	0.55598	55	-1.3078	-1.3078
cluster2	chr7	8	657	712	55	73.3	79.0	2.84362	3.32436	3.32436	3.416086	1.84827	0.55598	55	0.66181	2.1032	6.3566	0.0	False	False	effect_ge_tau	7	1.34286	1.34286	1.201925	1.09632	0.81641	32	1.3078	1.3078	4.64558	-0.7081	-5.1168	0.0	False	False	effect_ge_tau	9	5.10246	4.83782	4.992716	2.23444	0.43791	62	-0.6181	-0.5413
cluster2	chr7	9	712	774	62	79.0	85.2	4.64558	5.10246	4.83782	4.992716	2.23444	0.43791	62	2.84362	0.7081	5.1168	0.0	False	False	effect_ge_tau	8	3.32436	3.32436	3.416086	1.84827	0.55598	55	0.6181	0.5413	2.44749	0.9246	6.0376	0.0	False	False	effect_ge_tau	10	2.98015	2.55952	3.220334	1.79453	0.60216	49	0.7758	0.9185
cluster2	chr7	10	774	823	49	85.2	90.1	2.44749	2.98015	2.55952	3.220334	1.79453	0.60216	49	4.64558	-0.9246	-6.0376	0.0	False	False	effect_ge_tau	9	5.10246	4.83782	4.992716	2.23444	0.43791	62	-0.7758	-0.9185	3.58404	-0.5503	-3.7914	0.0	False	False	effect_ge_tau	11	3.96155	3.75265	3.121547	1.76679	0.44598	543	-0.4107	-0.552
cluster3	chr7	1	79	104	25	8.3	10.8	1.28082	1.43815	1.43815	0.242076	0.49201	0.34212	25	2.80535	-1.1311	-4.3235	0.0	False	False	terminal_unchanged	0	3.22505	3.14551	4.175112	2.04331	0.63358	79	-1.1651	-1.1291	4.18443	-1.708	-7.3152	0.0	False	False	effect_ge_tau	2	4.70807	4.33188	6.874926	2.62201	0.55692	198	-1.7109	-1.5908
cluster3	chr7	3	302	391	89	30.6	39.5	2.28418	2.75545	2.33623	3.642088	1.90843	0.6926	89	4.18443	-0.8734	-6.7729	0.0	False	False	effect_ge_tau	2	4.70807	4.33188	6.874926	2.62201	0.55692	198	-0.7728	-0.8908	3.25581	-0.5113	-3.2688	0.0	False	False	effect_ge_tau	4	3.71213	3.32963	4.962487	2.22766	0.6001	118	-0.43	-0.5112
cluster3	chr7	5	509	529	20	51.4	53.6	0.68872	0.89193	0.7361	0.301396	0.549	0.61551	20	3.25581	-2.241	-6.4357	0.0	False	False	effect_ge_tau	4	3.71213	3.32963	4.962487	2.22766	0.6001	118	-2.0572	-2.1774	2.56817	-1.8988	-4.479	0.0	False	False	effect_ge_tau	6	2.69129	2.40971	4.401009	2.09786	0.7795	69	-1.5933	-1.7109
cluster3	chr7	6	529	598	69	53.6	67.4	2.56817	2.69129	2.40971	4.401009	2.09786	0.7795	69	0.68872	1.8988	4.479	0.0	False	False	effect_ge_tau	5	0.89193	0.7361	0.301396	0.549	0.61551	20	1.5933	1.7109	0.36902	2.799	7.0221	0.0	False	False	effect_ge_tau	7	0.38079	0.37353	0.00312	0.05585	0.14668	26	2.8212	2.6896
cluster3	chr7	7	598	624	26	67.4	70.0	0.36902	0.38079	0.37353	0.00312	0.05585	0.14668	26	2.56817	-2.799	-7.0221	0.0	False	False	effect_ge_tau	6	2.69129	2.40971	4.401009	2.09786	0.7795	69	-2.8212	-2.6896	0.56805	-0.6223	-2.6834	0.0	False	False	effect_ge_tau	8	1.06144	0.98995	0.812087	0.90116	0.849	34	-1.4789	-1.4061
cluster3	chr7	8	624	658	34	70.0	73.4	0.56805	1.06144	0.98995	0.812087	0.90116	0.849	34	0.36902	0.6223	2.6834	0.0	False	False	effect_ge_tau	7	0.38079	0.37353	0.00312	0.05585	0.14668	26	1.4789	1.4061	3.06252	-2.4306	-6.4993	0.0	False	False	effect_ge_tau	9	3.54482	3.54482	5.105507	2.25954	0.63742	54	-1.7397	-1.8403
cluster3	chr7	9	658	712	54	73.4	79.0	3.06252	3.54482	3.54482	5.105507	2.25954	0.63742	54	0.56805	2.4306	6.4993	0.0	False	False	effect_ge_tau	8	1.06144	0.98995	0.812087	0.90116	0.849	34	1.7397	1.8403	4.94678	-0.6918	-5.1121	0.0	False	False	effect_ge_tau	10	5.93676	5.46638	12.565525	3.54479	0.59709	62	-0.744	-0.6249
cluster3	chr7	10	712	774	62	79.0	85.2	4.94678	5.93676	5.46638	12.565525	3.54479	0.59709	62	3.06252	0.6918	5.1121	0.0	False	False	effect_ge_tau	9	3.54482	3.54482	5.105507	2.25954	0.63742	54	0.744	0.6249	2.88044	0.7802	4.511	0.0	False	False	effect_ge_tau	11	3.34832	2.96998	3.351209	1.83063	0.54673	28	0.8262	0.8801
cluster3	chr7	11	774	802	28	85.2	88.0	2.88044	3.34832	2.96998	3.351209	1.83063	0.54673	28	4.94678	-0.7802	-4.511	0.0	False	False	effect_ge_tau	10	5.93676	5.46638	12.565525	3.54479	0.59709	62	-0.8262	-0.8801	1.71208	0.7505	2.1569	0.0	False	False	effect_ge_tau	12	2.15186	1.54371	3.481011	1.86575	0.86704	21	0.6379	0.9441
cluster3	chr7	12	802	823	21	88.0	90.1	1.71208	2.15186	1.54371	3.481011	1.86575	0.86704	21	2.88044	-0.7505	-2.1569	0.0	False	False	effect_ge_tau	11	3.34832	2.96998	3.351209	1.83063	0.54673	28	-0.6379	-0.9441	3.50044	-1.0318	-4.1341	0.0	False	False	effect_ge_tau	13	4.118	3.62483	6.174559	2.48487	0.60342	386	-0.9364	-1.2315
cluster3	chr7	14	1209	1232	23	129.2	131.5	4.93233	5.83749	5.49394	7.329728	2.70735	0.46379	23	3.50044	0.4947	3.1956	0.0	False	False	effect_ge_tau	13	4.118	3.62483	6.174559	2.48487	0.60342	386	0.5034	0.5999	2.84983	0.7914	5.1519	0.0	False	False	effect_ge_tau	15	3.12023	3.02735	2.563905	1.60122	0.51317	134	0.9037	0.8598
cluster4	chr7	1	79	104	25	8.3	10.8	0.91911	1.01883	1.01883	0.129741	0.3602	0.35354	25	2.85024	-1.6328	-6.057	0.0	False	False	terminal_unchanged	0	3.22094	3.07675	3.829728	1.95697	0.60758	79	-1.6606	-1.5945	3.97563	-2.1129	-8.9017	0.0	False	False	effect_ge_tau	2	4.49572	4.23383	5.861103	2.42097	0.53851	198	-2.1416	-2.055
cluster4	chr7	4	509	529	20	51.4	53.6	0.66282	0.87233	0.76747	0.33922	0.58243	0.66767	20	2.83752	-2.0979	-6.5657	0.0	False	False	effect_ge_tau	3	3.36282	3.12781	3.738036	1.9334	0.57493	207	-1.9467	-2.027	2.61197	-1.9785	-4.8042	0.0	False	False	effect_ge_tau	5	2.63507	2.46783	3.81284	1.95265	0.74102	69	-1.5949	-1.6851
cluster4	chr7	5	529	598	69	53.6	67.4	2.61197	2.63507	2.46783	3.81284	1.95265	0.74102	69	0.66282	1.9785	4.8042	0.0	False	False	effect_ge_tau	4	0.87233	0.76747	0.33922	0.58243	0.66767	20	1.5949	1.6851	0.31354	3.0584	7.7496	0.0	False	False	effect_ge_tau	6	0.32998	0.32998	0.003996	0.06321	0.19157	26	2.9974	2.9028
cluster4	chr7	6	598	624	26	67.4	70.0	0.31354	0.32998	0.32998	0.003996	0.06321	0.19157	26	2.61197	-3.0584	-7.7496	0.0	False	False	effect_ge_tau	5	2.63507	2.46783	3.81284	1.95265	0.74102	69	-2.9974	-2.9028	0.97613	-1.6384	-3.7802	0.0	False	False	effect_ge_tau	7	1.2472	1.2472	0.952113	0.97576	0.78237	34	-1.9182	-1.9182
cluster4	chr7	7	624	658	34	70.0	73.4	0.97613	1.2472	1.2472	0.952113	0.97576	0.78237	34	0.31354	1.6384	3.7802	0.0	False	False	effect_ge_tau	6	0.32998	0.32998	0.003996	0.06321	0.19157	26	1.9182	1.9182	2.66361	-1.4482	-5.9076	0.0	False	False	effect_ge_tau	8	3.33626	3.33626	4.239175	2.05893	0.61714	54	-1.4195	-1.4195
cluster4	chr7	8	658	712	54	73.4	79.0	2.66361	3.33626	3.33626	4.239175	2.05893	0.61714	54	0.97613	1.4482	5.9076	0.0	False	False	effect_ge_tau	7	1.2472	1.2472	0.952113	0.97576	0.78237	34	1.4195	1.4195	4.51077	-0.76	-4.7156	0.0	False	False	effect_ge_tau	9	5.27946	5.27946	8.618886	2.93579	0.55608	62	-0.6622	-0.6622
cluster4	chr7	9	712	774	62	79.0	85.2	4.51077	5.27946	5.27946	8.618886	2.93579	0.55608	62	2.66361	0.76	4.7156	0.0	False	False	effect_ge_tau	8	3.33626	3.33626	4.239175	2.05893	0.61714	54	0.6622	0.6622	1.96662	1.1977	6.1321	0.0	False	False	effect_ge_tau	10	2.77228	2.19915	4.138061	2.03422	0.73377	49	0.9293	1.2634
cluster4	chr7	10	774	823	49	85.2	90.1	1.96662	2.77228	2.19915	4.138061	2.03422	0.73377	49	4.51077	-1.1977	-6.1321	0.0	False	False	effect_ge_tau	9	5.27946	5.27946	8.618886	2.93579	0.55608	62	-0.9293	-1.2634	3.44294	-0.8079	-4.0923	0.0	False	False	effect_ge_tau	11	4.01461	3.65723	5.034872	2.24385	0.55892	410	-0.5342	-0.7338
cluster4	chr7	13	1366	1392	26	145.4	148.2	0.90412	1.07258	1.07258	0.254081	0.50406	0.46996	26	3.04745	-1.753	-6.119	0.0	False	False	effect_ge_tau	12	3.178	3.09864	2.350747	1.53321	0.48245	133	-1.567	-1.5306	2.37252	-1.3918	-4.9211	0.0	False	False	terminal_unchanged	14	2.69523	2.6283	3.212787	1.79242	0.66504	103	-1.3293	-1.2931
cluster0	chr8	2	875	934	59	97.5	103.5	4.11951	4.86263	4.73618	4.987149	2.23319	0.45926	59	3.06772	0.4253	4.0302	0.0	False	False	effect_ge_tau	1	3.53941	3.34429	5.101971	2.25875	0.63817	825	0.4582	0.502	3.06041	0.4287	3.0079	0.0	False	False	effect_ge_tau	3	3.65905	3.29425	3.283189	1.81196	0.4952	114	0.4103	0.5238
cluster0	chr8	5	1239	1285	46	134.1	138.7	0.88875	1.68329	1.13512	3.52889	1.87853	1.11599	46	5.50277	-2.6303	-10.9609	0.0	False	False	effect_ge_tau	4	6.13206	5.99345	10.545292	3.24735	0.52957	191	-1.8651	-2.4005	4.34847	-2.2907	-7.1812	0.0	False	False	terminal_unchanged	6	4.72738	4.48526	13.589962	3.68646	0.77981	60	-1.4898	-1.9823
cluster1	chr8	2	875	934	59	97.5	103.5	4.05227	4.77145	4.6338	5.543092	2.35438	0.49343	59	2.99358	0.4369	3.7776	0.0	False	False	effect_ge_tau	1	3.4984	3.32028	5.305837	2.30344	0.65843	825	0.4477	0.4809	2.8429	0.5114	2.9913	0.0	False	False	effect_ge_tau	3	3.54915	3.1069	3.394807	1.8425	0.51914	114	0.427	0.5767
cluster1	chr8	5	1239	1285	46	134.1	138.7	0.75661	1.55185	0.9974	3.530604	1.87899	1.21081	46	5.29764	-2.8077	-10.9086	0.0	False	False	effect_ge_tau	4	6.06947	5.91477	12.019562	3.46692	0.57121	191	-1.9676	-2.5681	4.27297	-2.4976	-7.1625	0.0	False	False	terminal_unchanged	6	4.62909	4.41785	13.252874	3.64045	0.78643	60	-1.5767	-2.1471
cluster2	chr8	3	995	1048	53	109.7	115.0	3.08827	3.24953	3.11675	0.986903	0.99343	0.30571	53	3.81568	-0.3051	-3.1986	0.0	False	False	effect_ge_tau	2	4.26823	4.2216	2.8402	1.68529	0.39485	120	-0.3934	-0.4377	5.50551	-0.8341	-8.4178	0.0	False	False	effect_ge_tau	4	6.09909	5.99297	6.731895	2.59459	0.42541	191	-0.9084	-0.9432
cluster2	chr8	5	1239	1259	20	134.1	136.1	2.83112	3.32583	3.00791	5.392151	2.3221	0.6982	20	5.50551	-0.9595	-5.3344	0.0	False	False	effect_ge_tau	4	6.09909	5.99297	6.731895	2.59459	0.42541	191	-0.8749	-0.9945	0.95704	1.5647	5.7719	0.0	False	False	effect_ge_tau	6	0.94629	0.94629	0.043128	0.20767	0.21946	26	1.8134	1.6684
cluster2	chr8	6	1259	1285	26	136.1	138.7	0.95704	0.94629	0.94629	0.043128	0.20767	0.21946	26	2.83112	-1.5647	-5.7719	0.0	False	False	effect_ge_tau	5	3.32583	3.00791	5.392151	2.3221	0.6982	20	-1.8134	-1.6684	5.13506	-2.4237	-9.8083	0.0	False	False	terminal_unchanged	7	4.80509	4.60428	10.079999	3.1749	0.66074	60	-2.3442	-2.2826
cluster3	chr8	2	876	916	40	97.6	101.7	5.19465	5.39193	5.1306	4.12065	2.02994	0.37648	40	3.06734	0.76	4.233	0.0	False	False	effect_ge_tau	1	3.5866	3.28086	5.748447	2.39759	0.66849	826	0.5882	0.6451	3.41271	0.6061	2.5432	0.0	False	False	effect_ge_tau	3	4.12362	3.73239	4.805896	2.19224	0.53163	136	0.3869	0.459
cluster3	chr8	5	1239	1285	46	134.1	138.7	0.89098	1.5146	1.10899	2.571858	1.6037	1.05883	46	5.38726	-2.5961	-11.2791	0.0	False	False	effect_ge_tau	4	6.37439	6.21015	13.268931	3.64265	0.57145	187	-2.0734	-2.4854	4.32771	-2.2801	-7.7454	0.0	False	False	terminal_unchanged	6	4.99377	4.6712	17.693355	4.20635	0.84232	60	-1.7212	-2.0745
