source	chromosome	seg_id	bin_start	bin_end	seg_length	se_log2fc_left	ci_lo_log2fc_left	ci_hi_log2fc_left	sign_agree_log2fc_left	se_log2fc_right	ci_lo_log2fc_right	ci_hi_log2fc_right	sign_agree_log2fc_right	se_srd_left	ci_lo_srd_left	ci_hi_srd_left	sign_agree_srd_left	se_srd_right	ci_lo_srd_right	ci_hi_srd_right	sign_agree_srd_right
cluster0	chr7	6	598	625	27	0.026155191744393957	-2.9168592265573015	-2.8170479750982045	1.0	0.02635771858268715	-1.6972982917772683	-1.5972300050196095	1.0	0.04237848712336041	-8.54986584490436	-8.376144263877658	1.0	0.046379547480636815	-3.6722207086568988	-3.4923091602243432	1.0
cluster0	chr7	7	625	658	33	0.02635771858268715	1.5972300050196095	1.6972982917772685	1.0	0.013959250109501177	-1.5335569662650477	-1.4812754185579429	1.0	0.046379547480636815	3.4923091602243432	3.6722207086568988	1.0	0.05141079693626457	-6.719765494829446	-6.52387807530872	1.0
cluster0	chr7	8	658	714	56	0.013959250109501185	1.4812754185579429	1.533556966265048	1.0	0.008770765630917504	-0.7498057475085333	-0.7149122676893861	1.0	0.05141079693626457	6.52387807530872	6.719765494829446	1.0	0.07216589539597253	-5.842816374363566	-5.5624086821561205	1.0
cluster0	chr7	9	714	774	60	0.008770765630917516	0.714912267689386	0.7498057475085333	1.0	0.012391176459478659	0.9840398939337716	1.0300875187970489	1.0	0.07216589539597253	5.5624086821561205	5.842816374363567	1.0	0.08363157750436456	7.030184994704535	7.352538937262568	1.0
cluster0	chr7	10	774	823	49	0.012391176459478659	-1.0300875187970489	-0.9840398939337717	1.0	0.010691062246955598	-0.5175811911241623	-0.4746605268243002	1.0	0.08363157750436456	-7.352538937262567	-7.030184994704535	1.0	0.07941576193505175	-4.273345378827251	-3.955525895601057	1.0
cluster0	chr7	12	1369	1392	23	0.026958988641089993	-1.7789120092095938	-1.6688318661629387	1.0	0.026403748962752265	-1.183415949997451	-1.071361435257374	1.0	0.07764402762616218	-7.852199133911304	-7.542970128474635	1.0	0.07764073174815837	-4.508404590477234	-4.19370054723341	1.0
cluster1	chr7	1	79	104	25	0.028714187044770696	-1.2836544431535917	-1.1847647922143	1.0	0.02920149867493934	-1.7919282899481905	-1.6893700061220542	1.0	0.0933318927641795	-5.439188267857413	-5.121115503224123	1.0	0.09471470280377797	-8.692771330445847	-8.35554544737416	1.0
cluster1	chr7	4	509	529	20	0.03939616985635212	-2.1269879569166674	-1.973303679265471	1.0	0.03863730850364257	-1.8222782231166816	-1.6735678160206204	1.0	0.08349808547119042	-7.42308782277898	-7.094998230109635	1.0	0.08175443999920073	-5.726363364664986	-5.398240858413973	1.0
cluster1	chr7	5	529	598	69	0.03863730850364255	1.6735678160206209	1.8222782231166814	1.0	0.042743954679642385	3.024591851971113	3.1896162359844866	1.0	0.08175443999920073	5.398240858413973	5.726363364664986	1.0	0.05680782309274879	8.485752733615081	8.688820141048852	1.0
cluster1	chr7	6	598	624	26	0.04274395467964237	-3.1896162359844866	-3.024591851971113	1.0	0.0391291869336522	-1.8838281938264017	-1.7326901287007925	1.0	0.05680782309274879	-8.688820141048852	-8.485752733615081	1.0	0.05428105088692356	-3.769627697351549	-3.5659603335244694	1.0
cluster1	chr7	7	624	658	34	0.03912918693365219	1.7326901287007928	1.8838281938264019	1.0	0.01494579764968359	-1.657763556009488	-1.6007435949471909	1.0	0.05428105088692356	3.5659603335244694	3.769627697351549	1.0	0.05182517310717048	-7.217984212022994	-7.012698910127169	1.0
cluster1	chr7	8	658	714	56	0.014945797649683585	1.600743594947191	1.657763556009488	1.0	0.008638799691150759	-0.7127856348409674	-0.679701948347633	1.0	0.05182517310717048	7.012698910127169	7.217984212022994	1.0	0.06973296445249903	-5.56043240699273	-5.293284002152861	1.0
cluster1	chr7	9	714	774	60	0.008638799691150759	0.679701948347633	0.7127856348409674	1.0	0.012682338741878105	0.6957394560724688	0.7441571469158077	1.0	0.06973296445249903	5.293284002152861	5.56043240699273	1.0	0.07371284022643726	4.333871817755483	4.611118900718621	1.0
cluster1	chr7	10	774	802	28	0.012682338741878109	-0.7441571469158076	-0.6957394560724689	1.0	0.017263630192534987	0.6540358564928791	0.7250541650913441	1.0	0.07371284022643726	-4.611118900718621	-4.333871817755483	1.0	0.06410752136311193	2.550038125919844	2.815770904988579	1.0
cluster1	chr7	11	802	823	21	0.01726363019253499	-0.7250541650913441	-0.6540358564928793	1.0	0.01589859041248726	-1.01812041981398	-0.9593830028721901	1.0	0.06410752136311193	-2.815770904988579	-2.550038125919844	1.0	0.06487090249354868	-5.146274475581661	-4.90242185208449	1.0
cluster2	chr7	1	79	103	24	0.029707672063052314	-1.1063250123424773	-0.9877116167464337	1.0	0.030305777518423654	-1.542493970069913	-1.427235560120318	1.0	0.10338555310851927	-4.761937067034475	-4.357482794379962	1.0	0.10699960436097482	-7.519504454203933	-7.118860019940021	1.0
cluster2	chr7	4	509	529	20	0.03462660844389656	-1.7547471530275567	-1.6160457682601408	1.0	0.03476606717111111	-1.4187038269577874	-1.272137170371026	1.0	0.09070957483726066	-6.72678687226114	-6.339113167499552	1.0	0.09142590195217176	-4.839081325602851	-4.454883761276213	1.0
cluster2	chr7	5	529	598	69	0.03476606717111111	1.272137170371026	1.4187038269577874	1.0	0.031576901176173164	2.2986221287877195	2.4160458894925956	1.0	0.09142590195217176	4.454883761276213	4.839081325602851	1.0	0.06146799500588715	7.457941463497902	7.70842020306719	1.0
cluster2	chr7	6	598	625	27	0.03157690117617316	-2.416045889492596	-2.2986221287877195	1.0	0.029700635650855334	-1.3835601294350244	-1.2628533019751933	1.0	0.06146799500588715	-7.70842020306719	-7.457941463497902	1.0	0.05923949253110847	-3.301751432311108	-3.085866172660992	1.0
cluster2	chr7	7	625	657	32	0.029700635650855338	1.2628533019751935	1.3835601294350244	1.0	0.016950240906119803	-1.3399956283180534	-1.2778219273252949	1.0	0.05923949253110847	3.085866172660992	3.301751432311108	1.0	0.06413696711023753	-5.937097477090997	-5.691006201744289	1.0
cluster2	chr7	8	657	712	55	0.016950240906119813	1.2778219273252946	1.3399956283180534	1.0	0.009684653527245622	-0.6359056739888159	-0.5992942908547207	1.0	0.06413696711023753	5.691006201744289	5.937097477090997	1.0	0.07542938690368223	-4.821811766388039	-4.54892512061745	1.0
cluster2	chr7	9	712	774	62	0.009684653527245618	0.5992942908547206	0.6359056739888159	1.0	0.013782581005455674	0.7525022995273833	0.8043287782638161	1.0	0.07542938690368223	4.54892512061745	4.821811766388039	1.0	0.09241601103212087	5.370536796545852	5.720044656208311	1.0
cluster2	chr7	10	774	823	49	0.013782581005455668	-0.804328778263816	-0.7525022995273832	1.0	0.012446873569045804	-0.43661429873391766	-0.3893892809724315	1.0	0.09241601103212087	-5.720044656208311	-5.370536796545852	1.0	0.09624799070805963	-3.670133916352949	-3.29999809001127	1.0
cluster3	chr7	1	79	104	25	0.03663741549466081	-1.2329360081666714	-1.1013773907237683	1.0	0.03699934302793795	-1.7822757562837674	-1.6483605055628288	1.0	0.12355851227862522	-5.238965904630369	-4.77985397353617	1.0	0.12527176850462268	-8.71276389588417	-8.25213344236673	1.0
cluster3	chr7	3	302	391	89	0.010386334707238416	-0.7915891409602686	-0.7532216327803919	1.0	0.009004069263988538	-0.44622270893175525	-0.41083094003582876	1.0	0.09885556623203465	-8.014362449941856	-7.653684393825514	1.0	0.07610925754713549	-3.9266201008280035	-3.620339309875478	1.0
cluster3	chr7	5	509	529	20	0.039089213645137184	-2.138688025638204	-1.9773901175088315	1.0	0.03882657040475063	-1.674537665870934	-1.5119365473010657	1.0	0.0864064201204044	-7.613801730175549	-7.258869504892759	1.0	0.08924347283149381	-5.372044985684855	-4.988423662974386	1.0
cluster3	chr7	6	529	598	69	0.03882657040475063	1.5119365473010657	1.6745376658709337	1.0	0.03151026677676737	2.763583385273875	2.8775111376980975	1.0	0.08924347283149381	4.988423662974386	5.372044985684855	1.0	0.05469870229609657	8.00862484822321	8.223488449350915	1.0
cluster3	chr7	7	598	624	26	0.03151026677676737	-2.8775111376980975	-2.763583385273875	1.0	0.030216150757956674	-1.5393755321156826	-1.419336129584247	1.0	0.05469870229609657	-8.223488449350915	-8.00862484822321	1.0	0.053537291931938805	-3.2135098400503086	-3.0088350190658093	1.0
cluster3	chr7	8	624	658	34	0.030216150757956656	1.419336129584247	1.5393755321156828	1.0	0.01881880783237103	-1.7749113338541511	-1.7024138662229895	1.0	0.053537291931938805	3.0088350190658093	3.2135098400503086	1.0	0.06864134565968939	-7.6510185611910995	-7.393254316241932	1.0
cluster3	chr7	9	658	712	54	0.018818807832371037	1.7024138662229895	1.774911333854151	1.0	0.01299963600233571	-0.7750757562447533	-0.722788821936761	1.0	0.06864134565968939	7.393254316241932	7.6510185611910995	1.0	0.10844640180003473	-6.182357410228995	-5.749366043377458	1.0
cluster3	chr7	10	712	774	62	0.012999636002335712	0.7227888219367609	0.7750757562447534	1.0	0.02009674174349381	0.7893252653802548	0.8640212904119414	1.0	0.10844640180003473	5.749366043377458	6.182357410228995	1.0	0.11836686084857939	4.99819984024969	5.446050182305128	1.0
cluster3	chr7	11	774	802	28	0.020096741743493813	-0.8640212904119416	-0.7893252653802549	1.0	0.023932132338056324	0.590021060807306	0.6876724399615747	1.0	0.11836686084857939	-5.446050182305128	-4.99819984024969	1.0	0.09025472249855172	2.3149118708040572	2.665861159879091	1.0
cluster3	chr7	12	802	823	21	0.023932132338056324	-0.6876724399615746	-0.5900210608073059	1.0	0.02261015391442461	-0.9810909202687399	-0.8947743058978661	1.0	0.09025472249855172	-2.665861159879091	-2.3149118708040572	1.0	0.0932352086807477	-4.958588712295118	-4.613364633803928	1.0
cluster3	chr7	14	1209	1232	23	0.00949153398492049	0.4863269207358048	0.5219170636261149	1.0	0.011425725594899848	0.8817905931852608	0.9301522981059943	1.0	0.07733136258794596	3.5576605396895755	3.844643508083975	1.0	0.08499660625120484	5.809590123850464	6.154479674345521	1.0
cluster4	chr7	1	79	104	25	0.06767130656370964	-1.7916229770074843	-1.5113582720767065	1.0	0.06953160165871206	-2.270672453708769	-1.9950212104194893	1.0	0.18118767196370766	-6.811461872393041	-6.061477012957827	1.0	0.18709910942888164	-9.829734406083174	-9.126606257830707	1.0
cluster4	chr7	4	509	529	20	0.05952665349321916	-2.0568266915454503	-1.8281637584401855	1.0	0.058125878226268	-1.6986994825857407	-1.4746562857962304	1.0	0.13582019268076406	-7.277205787133129	-6.737304528067725	1.0	0.1328206440520012	-5.358310954204488	-4.865091658747219	1.0
cluster4	chr7	5	529	598	69	0.058125878226267996	1.4746562857962306	1.6986994825857407	1.0	0.07245631444115277	2.8461006966598235	3.124422722844557	1.0	0.1328206440520012	4.865091658747219	5.358310954204488	1.0	0.1028277940999168	8.073154330459841	8.486671969003469	1.0
cluster4	chr7	6	598	624	26	0.07245631444115279	-3.124422722844557	-2.8461006966598235	1.0	0.07391699138149883	-2.043872974179711	-1.7659439318745915	1.0	0.1028277940999168	-8.486671969003469	-8.073154330459841	1.0	0.11674252413424678	-4.229693600867688	-3.777304424404309	1.0
cluster4	chr7	7	624	658	34	0.07391699138149883	1.7659439318745918	2.043872974179711	1.0	0.032913716178344835	-1.4768189559109146	-1.352491492247862	1.0	0.11674252413424678	3.7773044244043095	4.229693600867688	1.0	0.12770786390283764	-6.531966898067916	-6.036986331391078	1.0
cluster4	chr7	8	658	712	54	0.032913716178344814	1.352491492247862	1.4768189559109144	1.0	0.021835710020286055	-0.7108374534009785	-0.6173166576755561	1.0	0.12770786390283764	6.036986331391078	6.531966898067916	1.0	0.17198731333232775	-5.40950887135884	-4.685333146883978	1.0
cluster4	chr7	9	712	774	62	0.02183571002028605	0.6173166576755559	0.7108374534009785	1.0	0.03103827863128439	0.8589592597701311	0.9816826796690237	1.0	0.17198731333232775	4.685333146883978	5.40950887135884	1.0	0.2108893438182351	6.0766010462483395	6.9067149131654775	1.0
cluster4	chr7	10	774	823	49	0.031038278631284385	-0.9816826796690238	-0.8589592597701311	1.0	0.02287192167126577	-0.5759607686889036	-0.485587851989622	1.0	0.2108893438182351	-6.9067149131654775	-6.0766010462483395	1.0	0.1669995044503145	-4.6744447326128595	-4.01144227898343	1.0
cluster4	chr7	13	1366	1392	26	0.06341596525043541	-1.6995793349174995	-1.4514659023431327	1.0	0.06425380244164346	-1.45894760694632	-1.2014662963843998	1.0	0.1831839893396362	-6.915193618078748	-6.2092034811169485	1.0	0.18920920000597838	-5.641926841751947	-4.881415281295432	1.0
all	chr7	1	79	104	25	0.014061934948553182	-1.196591947800223	-1.1412273852897294	1.0	0.014316010789088706	-1.6990282607633946	-1.6422036556215023	1.0	0.04699087694946185	-5.142101514642119	-4.95468677987606	1.0	0.048331067548562374	-8.35543387415671	-8.164125982205352	1.0
all	chr7	4	509	529	20	0.016140551849645166	-1.9567030410220645	-1.8947054498766853	1.0	0.016406334955028756	-1.6541296540974464	-1.5909568534467484	1.0	0.035922885007588876	-7.061116326891626	-6.927627842690313	1.0	0.03782064163590378	-5.3698618657323305	-5.22962826186982	1.0
all	chr7	5	529	598	69	0.01640633495502876	1.5909568534467482	1.6541296540974468	1.0	0.016283473473640755	2.7824357401597153	2.8386272348366943	1.0	0.03782064163590378	5.22962826186982	5.3698618657323305	1.0	0.026977796117055294	8.142769082283996	8.246690627579712	1.0
all	chr7	6	598	624	26	0.016283473473640744	-2.8386272348366943	-2.7824357401597153	1.0	0.01577998021950712	-1.617733289515099	-1.553614455512726	1.0	0.026977796117055294	-8.246690627579712	-8.142769082283996	1.0	0.02718656363434582	-3.49002621156789	-3.3807881518654677	1.0
all	chr7	7	624	658	34	0.015779980219507113	1.553614455512726	1.617733289515099	1.0	0.007770719890197643	-1.564664495302726	-1.5349744500140212	1.0	0.02718656363434582	3.3807881518654677	3.49002621156789	1.0	0.028592007132869916	-6.879203111066899	-6.766023833540846	1.0
all	chr7	8	658	712	54	0.007770719890197652	1.5349744500140212	1.5646644953027262	1.0	0.0050966820096247705	-0.6885699756433339	-0.6690779043378579	1.0	0.028592007132869916	6.766023833540846	6.8792031110669	1.0	0.04099565888675001	-5.334003945237386	-5.180906301658233	1.0
all	chr7	9	712	774	62	0.005096682009624772	0.6690779043378577	0.6885699756433338	1.0	0.007330646910619712	0.7073987288188331	0.7355513617560032	1.0	0.04099565888675001	5.180906301658233	5.334003945237386	1.0	0.04300014923644754	4.394102790616393	4.563025666756266	1.0
all	chr7	10	774	802	28	0.00733064691061971	-0.7355513617560031	-0.7073987288188331	1.0	0.009907887735373464	0.582753493576055	0.6214232374423658	1.0	0.04300014923644754	-4.563025666756266	-4.394102790616393	1.0	0.03735557885868558	2.2905831618174206	2.437025034817793	1.0
all	chr7	11	802	823	21	0.009907887735373464	-0.6214232374423657	-0.5827534935760549	1.0	0.008762287799667826	-0.8645554693456861	-0.8280665316174939	1.0	0.03735557885868558	-2.437025034817793	-2.2905831618174206	1.0	0.036943220012608705	-4.421176820571189	-4.269964940881792	1.0
cluster0	chr8	2	875	934	59	0.006677626274745067	0.44510652961454555	0.4722671387198531	1.0	0.007553865126098023	0.39498950192910937	0.42351985578661144	1.0	0.07992040125248888	4.75873692535054	5.083693077791735	1.0	0.066914908089366	3.536423672195177	3.784482267369988	1.0
cluster0	chr8	5	1239	1285	46	0.011574975410074828	-1.8850470337562821	-1.8432725397944307	1.0	0.01135687400625703	-1.5118713147313516	-1.4679263469054586	1.0	0.06179649720124563	-13.490756243403295	-13.25208700401188	1.0	0.057994666019659705	-8.866571689445873	-8.644867763530508	1.0
cluster1	chr8	2	875	934	59	0.00632564084862029	0.43736230000695614	0.4613996983555385	1.0	0.008047573708591873	0.41336572858487247	0.4412403936196873	1.0	0.07333865555260372	4.6450358792503	4.923815870513526	1.0	0.07039248555554753	3.6535405320611334	3.9051453247487196	1.0
cluster1	chr8	5	1239	1285	46	0.013323104162908108	-1.9952349554003166	-1.9437534715986975	1.0	0.012997965698579363	-1.6013916659510479	-1.5512316410323932	1.0	0.06723334403655723	-13.889878620532416	-13.623422136337464	1.0	0.06399020039519793	-9.164373682314487	-8.903924916337632	1.0
cluster2	chr8	3	995	1048	53	0.012762038026263505	-0.4200445167577263	-0.3686593106115812	1.0	0.01542836703814451	-0.938685476829483	-0.8823481175769773	1.0	0.09537338899984461	-3.3545327757931918	-2.9823287361921276	1.0	0.12874728525784604	-8.571282362538822	-8.098462196618957	1.0
cluster2	chr8	5	1239	1259	20	0.017167027778504703	-0.9071880722633586	-0.8395471556256979	1.0	0.030102707642325362	1.752341544336572	1.8697895661799033	1.0	0.08633823342339508	-5.422608708351949	-5.0915828644741525	1.0	0.08408012189364027	5.569243769902345	5.861778939756134	1.0
cluster2	chr8	6	1259	1285	26	0.030102707642325376	-1.8697895661799033	-1.7523415443365717	1.0	0.028523229427679563	-2.4005386540451172	-2.2895276353920297	1.0	0.08408012189364027	-5.861778939756134	-5.569243769902345	1.0	0.07443261703596896	-9.834191822335299	-9.561001824452365	1.0
cluster3	chr8	2	876	916	40	0.010753045325884973	0.5667258891461474	0.6067280155669249	1.0	0.01359643227634234	0.35929488097679235	0.4100107085176828	1.0	0.12023909620608675	5.221819714089729	5.677209963840643	1.0	0.11350866049593933	3.058332763072381	3.4793397360834177	1.0
cluster3	chr8	5	1239	1285	46	0.01629809897024712	-2.1037522679009824	-2.0411588405847207	1.0	0.015819845666067825	-1.7509370192890683	-1.691260776974162	1.0	0.0854198145970572	-14.700907417277806	-14.381516754779597	1.0	0.0815006022092789	-10.13477697766098	-9.83798834871801	1.0
cluster4	chr8	2	396	416	20	0.03351556078461007	-1.2716771023116682	-1.1414282011700432	1.0	0.03548473145920114	-2.216477928986197	-2.0696119630467167	1.0	0.12300431246172361	-5.62472618913468	-5.148391068369871	1.0	0.11917639159283676	-10.874475240088966	-10.369723194593586	1.0
cluster4	chr8	4	565	589	24	0.028550637865676808	-1.4319202503539024	-1.326682675700889	1.0	0.02841772018945795	-1.3750191438306285	-1.264709135347697	1.0	0.1341560162439808	-8.892261911746411	-8.398558138022633	1.0	0.1313019911561611	-8.146865040969123	-7.6253066088697095	1.0
cluster4	chr8	5	589	675	86	0.02841772018945795	1.264709135347697	1.3750191438306287	1.0	0.03196880378496166	0.9049084317138639	1.022745679765827	1.0	0.1313019911561611	7.6253066088697095	8.146865040969123	1.0	0.17030008741570588	5.968643952743365	6.560663933681332	1.0
cluster4	chr8	6	675	700	25	0.03196880378496165	-1.022745679765827	-0.9049084317138639	1.0	0.03427307099421048	-1.2275854251052967	-1.1033680298733362	1.0	0.17030008741570588	-6.560663933681331	-5.968643952743365	1.0	0.19393418447150002	-8.881769134274544	-8.161794592198367	1.0
cluster4	chr8	8	1239	1259	20	0.024178799915379016	-1.0816610525931882	-0.9799143563230917	1.0	0.056862361205383044	2.0298790648379996	2.2559801640052206	1.0	0.13163401318084847	-7.241557458616442	-6.6931056783578	1.0	0.14419744752500205	6.579194772393606	7.090996716228937	1.0
cluster4	chr8	9	1259	1285	26	0.05686236120538304	-2.2559801640052206	-2.0298790648379996	1.0	0.055481298893343904	-3.001938421190199	-2.789356588577873	1.0	0.14419744752500205	-7.090996716228936	-6.579194772393606	1.0	0.13044635042060987	-12.774953771383762	-12.26371886041935	1.0
all	chr8	2	875	934	59	0.0034593995126578863	0.47450161598781965	0.4876591000456341	1.0	0.004696342227938671	0.3903318024188108	0.4075974739651053	1.0	0.04249073045700111	5.167863371888015	5.343025864879164	1.0	0.042343259223052966	3.572151786949959	3.7267127066121453	1.0
all	chr8	5	1239	1285	46	0.006629163689281994	-1.895063291070382	-1.8693407117281746	1.0	0.006595969157261633	-1.5231681814294804	-1.4981965353295907	1.0	0.03553823723805392	-13.66928696271472	-13.528004371070386	1.0	0.03408323477657872	-9.024956906159211	-8.896026280679544	1.0
cluster0	chr9	1	192	218	26	0.016433196541744518	-0.9265946545169962	-0.864159314435309	1.0	0.01593933099962865	-1.103443893236359	-1.0484843090444471	1.0	0.06785755482106332	-4.569755728728211	-4.3082178309251935	1.0	0.06489127641345638	-5.746181497226104	-5.5058086811566485	1.0
cluster0	chr9	3	660	689	29	0.02156009145436962	-1.2406173547647514	-1.1547654154216869	1.0	0.022125279579528038	-0.7846799874172328	-0.6999590292069564	1.0	0.08808349776722146	-6.603611119859426	-6.260783882762738	1.0	0.08189880016451877	-3.0550184920216705	-2.737096057677918	1.0
cluster0	chr9	4	689	721	32	0.022125279579528038	0.6999590292069564	0.7846799874172329	1.0	0.014938239497160721	-0.8585379010199518	-0.7989878301708366	1.0	0.08189880016451877	2.7370960576779186	3.0550184920216705	1.0	0.08096086574055547	-5.37764379724203	-5.06464967890143	1.0
cluster0	chr9	5	721	816	95	0.014938239497160737	0.7989878301708369	0.8585379010199519	1.0	0.010657768275862763	1.0971789237758525	1.1377240740841188	1.0	0.08096086574055547	5.06464967890143	5.37764379724203	1.0	0.05850175570563061	7.135599465923508	7.358096068965049	1.0
cluster0	chr9	6	816	856	40	0.010657768275862756	-1.1377240740841186	-1.0971789237758525	1.0	0.010071009344465755	-0.8982710855739233	-0.8599890309143182	1.0	0.05850175570563061	-7.358096068965049	-7.135599465923508	1.0	0.05454041278372435	-5.765335848737264	-5.563528255683109	1.0
cluster1	chr9	1	72	94	22	0.03481180255567558	-2.4297188110499257	-2.2952460162004193	1.0	0.0352188067782345	-2.3739068115173394	-2.245175201645427	1.0	0.06859689181081007	-8.352866035887692	-8.094990878745572	1.0	0.07246451413268673	-8.273538912402918	-8.014042751008594	1.0
cluster1	chr9	2	94	194	100	0.03521880677823448	2.2451752016454267	2.37390681151734	1.0	0.04119232855073663	0.8519797774628894	0.9950788000079497	1.0	0.07246451413268673	8.014042751008594	8.27353891240292	1.0	0.16225959057410677	4.148931362499266	4.716587102066403	1.0
cluster1	chr9	3	194	218	24	0.041192328550736616	-0.9950788000079497	-0.8519797774628896	1.0	0.036974452133502186	-1.046603363078948	-0.919396136185725	1.0	0.16225959057410677	-4.716587102066403	-4.148931362499266	1.0	0.1452272488341483	-5.403912958318336	-4.897133934402158	1.0
cluster2	chr9	1	71	94	23	0.04384717051699792	-2.034649173580178	-1.8728230212414136	1.0	0.042847678679045154	-2.000593482774582	-1.8418229703999691	1.0	0.10794370061102629	-7.5983645388154235	-7.186179173288954	1.0	0.10513557465412551	-7.531356972644791	-7.119640894193007	1.0
cluster2	chr9	2	94	178	84	0.04284767867904515	1.8418229703999691	2.000593482774582	1.0	0.015336029264093767	0.7720790026621612	0.8285774026347295	1.0	0.10513557465412551	7.119640894193007	7.531356972644791	1.0	0.08235005895528061	4.543352824874377	4.866827810678355	1.0
cluster2	chr9	3	178	218	40	0.01533602926409378	-0.8285774026347295	-0.772079002662161	1.0	0.014183638752519705	-0.8498919387727211	-0.7982449574922192	1.0	0.08235005895528061	-4.866827810678355	-4.543352824874377	1.0	0.081133321007817	-5.778630990877088	-5.483909702335163	1.0
cluster3	chr9	1	194	218	24	0.02558283398600921	-0.9164192006269335	-0.8162740358876172	1.0	0.026817752052660813	-0.9883344590152562	-0.8880632054718942	1.0	0.1000299385359434	-4.347425383787232	-3.944598944629641	1.0	0.10257849275000155	-4.2850352863269165	-3.9249269311899706	1.0
cluster3	chr9	2	218	276	58	0.02681775205266082	0.8880632054718941	0.9883344590152562	1.0	0.013413889721484459	-0.5820799815752793	-0.5323866959488809	1.0	0.10257849275000155	3.924926931189971	4.2850352863269165	1.0	0.09396905797808648	-4.3558570653266395	-3.993393988896529	1.0
cluster3	chr9	3	276	331	55	0.013413889721484464	0.5323866959488808	0.5820799815752794	1.0	0.015049645487642023	1.174429418626813	1.231021875453455	1.0	0.09396905797808648	3.993393988896529	4.3558570653266395	1.0	0.0650455852147056	5.923257661869139	6.173912792393715	1.0
cluster3	chr9	4	331	355	24	0.015049645487642016	-1.2310218754534548	-1.174429418626813	1.0	0.014384019579412127	-0.7624737190836699	-0.7062393843634549	1.0	0.0650455852147056	-6.173912792393715	-5.923257661869139	1.0	0.0665949939377502	-4.011626359234121	-3.7655912792086776	1.0
cluster3	chr9	6	660	690	30	0.027388983312512022	-1.238187135005912	-1.1295263281520314	1.0	0.027772433130734214	-0.7312222261413146	-0.6234340493483504	1.0	0.10768566898439076	-6.526847048065846	-6.115163502997088	1.0	0.09613104729713756	-2.7707711129912407	-2.404870428277182	1.0
cluster3	chr9	7	690	721	31	0.02777243313073421	0.6234340493483504	0.7312222261413147	1.0	0.014493947990110109	-0.9700941677651671	-0.9144608188590482	1.0	0.09613104729713756	2.404870428277182	2.7707711129912407	1.0	0.08080807558169778	-5.9264330377869285	-5.617475704207484	1.0
cluster3	chr9	8	721	816	95	0.0144939479901101	0.9144608188590481	0.9700941677651669	1.0	0.016084826371668436	1.2476545431399955	1.311201687015611	1.0	0.08080807558169778	5.617475704207484	5.9264330377869285	1.0	0.08571103369830761	7.948831700956024	8.263963889252492	1.0
cluster3	chr9	9	816	856	40	0.01608482637166842	-1.3112016870156107	-1.2476545431399957	1.0	0.015988515339503746	-1.0871159149245637	-1.0253558195046704	1.0	0.08571103369830761	-8.263963889252492	-7.948831700956024	1.0	0.08435993971026383	-6.829128159076319	-6.514634833520172	1.0
cluster4	chr9	1	164	219	55	0.02355007918537104	-0.6451752533956259	-0.5541618728320838	1.0	0.02309542772170767	-0.7737911882705338	-0.6840119809095929	1.0	0.15663154417609865	-4.62083311678981	-4.006838944288087	1.0	0.1632844372730427	-6.209816193843644	-5.570123489358539	1.0
all	chr9	1	71	94	23	0.014832173250631703	-2.1115674602141676	-2.0535993059358146	1.0	0.014691924615860276	-2.0368353183232855	-1.980706865185358	1.0	0.03573356441766001	-7.753978496582729	-7.618555184715873	1.0	0.03629307933352773	-7.606473928131046	-7.47162340308018	1.0
all	chr9	2	94	194	100	0.014691924615860281	1.9807068651853579	2.0368353183232855	1.0	0.013353651191721919	0.923967288143357	0.9755118178947862	1.0	0.03629307933352773	7.47162340308018	7.606473928131046	1.0	0.052081271436290065	4.367362860964638	4.567725868914451	1.0
all	chr9	3	194	218	24	0.013353651191721914	-0.9755118178947861	-0.9239672881433569	1.0	0.01136822902158363	-1.0570132035469368	-1.0140137542028305	1.0	0.052081271436290065	-4.56772586891445	-4.367362860964638	1.0	0.04234963545993682	-5.352562981179595	-5.1860712760014	1.0
all	chr9	5	660	689	29	0.011868201163834231	-1.192497351361112	-1.142668903743213	1.0	0.012422491026487062	-0.7287524032627563	-0.6816861853086608	1.0	0.04967915620381538	-6.424369252023012	-6.227491524802216	1.0	0.045879049825381824	-2.8628330449896904	-2.692524451588634	1.0
all	chr9	6	689	721	32	0.012422491026487062	0.6816861853086607	0.7287524032627564	1.0	0.007260887445109942	-0.8316353345466306	-0.8047683961349735	1.0	0.045879049825381824	2.692524451588634	2.8628330449896904	1.0	0.039689173796370776	-5.224335610787751	-5.077041539057982	1.0
all	chr9	7	721	816	95	0.007260887445109933	0.8047683961349735	0.8316353345466305	1.0	0.005896400163787556	1.0885008023993468	1.1102017249305967	1.0	0.039689173796370776	5.077041539057982	5.224335610787751	1.0	0.03338388343393714	7.0726614108543995	7.1963769076398645	1.0
all	chr9	8	816	856	40	0.0058964001637875655	-1.1102017249305967	-1.0885008023993465	1.0	0.005552464867129924	-0.8826333846725792	-0.8611531557385904	1.0	0.03338388343393714	-7.1963769076398645	-7.0726614108543995	1.0	0.030771870310460123	-5.685075810499741	-5.569504374704333	1.0
cluster2	chr13	1	51	100	49	0.01101227762838445	0.2165775055608661	0.2577959338840388	1.0	0.009105609594151059	-0.40647790614191714	-0.37054304262687676	1.0	0.06590709916879241	1.3011662460539193	1.5425362107053706	1.0	0.07304702989405878	-3.3928159844345718	-3.118878371390153	1.0
